date,finance,overlap,stock,report,company,oracle,share,annual report,financial statement,cloud computing,investment
2019-05-26,33.0,1.0,18.0,34.0,59.0,24.0,29.0,25.0,25.0,19.0,55.0
2019-05-27,52.0,1.0,27.0,40.0,68.0,57.0,69.0,53.0,46.0,26.0,65.0
2019-05-28,69.0,1.0,47.0,47.0,83.0,74.0,80.0,63.0,55.0,34.0,78.0
2019-05-29,69.0,1.0,48.0,53.0,84.0,75.0,79.0,61.0,32.0,28.0,83.0
2019-05-30,75.0,1.0,47.0,54.0,85.0,72.0,76.0,57.0,44.0,33.0,76.0
2019-05-31,78.0,1.0,47.0,48.0,79.0,66.0,76.0,54.0,31.0,20.0,77.0
2019-06-01,46.0,1.0,23.0,38.0,65.0,23.0,33.0,25.0,20.0,24.0,52.0
2019-06-02,38.0,1.0,19.0,39.0,62.0,22.0,28.0,23.0,22.0,21.0,59.0
2019-06-03,74.0,1.0,48.0,50.0,83.0,69.0,74.0,64.0,50.0,23.0,77.0
2019-06-04,71.0,1.0,50.0,50.0,84.0,70.0,75.0,59.0,42.0,28.0,75.0
2019-06-05,64.0,1.0,50.0,48.0,79.0,70.0,53.0,49.0,57.0,22.0,76.0
2019-06-06,67.0,1.0,48.0,50.0,83.0,78.0,73.0,60.0,50.0,32.0,86.0
2019-06-07,65.0,1.0,48.0,50.0,83.0,65.0,72.0,52.0,26.0,35.0,76.0
2019-06-08,41.0,1.0,25.0,38.0,65.0,36.0,33.0,27.0,17.0,24.0,56.0
2019-06-09,37.0,1.0,20.0,38.0,63.0,27.0,29.0,22.0,30.0,25.0,59.0
2019-06-10,72.0,1.0,50.0,52.0,83.0,62.0,71.0,58.0,39.0,25.0,85.0
2019-06-11,69.0,1.0,51.0,54.0,86.0,82.0,74.0,64.0,38.0,35.0,87.0
2019-06-12,72.0,1.0,48.0,56.0,87.0,82.0,71.0,62.0,39.0,20.0,83.0
2019-06-13,70.0,1.0,49.0,54.0,88.0,80.0,73.0,67.0,40.0,25.0,81.0
2019-06-14,68.0,1.0,46.0,48.0,82.0,92.0,70.0,55.0,37.0,34.0,77.0
2019-06-15,42.0,1.0,22.0,38.0,65.0,31.0,32.0,25.0,21.0,19.0,52.0
2019-06-16,37.0,1.0,19.0,43.0,61.0,25.0,28.0,23.0,20.0,25.0,60.0
2019-06-17,70.0,1.0,45.0,50.0,84.0,68.0,71.0,67.0,36.0,35.0,87.0
2019-06-18,72.0,1.0,51.0,50.0,89.0,78.0,73.0,66.0,50.0,27.0,84.0
2019-06-19,71.0,1.0,50.0,50.0,92.0,73.0,74.0,66.0,42.0,32.0,88.0
2019-06-20,70.0,1.0,56.0,50.0,90.0,76.0,79.0,69.0,49.0,24.0,80.0
2019-06-21,67.0,1.0,49.0,50.0,81.0,67.0,74.0,61.0,43.0,33.0,73.0
2019-06-22,43.0,1.0,22.0,40.0,66.0,26.0,32.0,27.0,17.0,21.0,53.0
2019-06-23,38.0,1.0,20.0,38.0,63.0,28.0,30.0,29.0,33.0,17.0,53.0
2019-06-24,70.0,1.0,45.0,52.0,88.0,72.0,72.0,67.0,44.0,25.0,86.0
2019-06-25,71.0,1.0,47.0,52.0,91.0,80.0,72.0,68.0,44.0,33.0,79.0
2019-06-26,65.0,1.0,47.0,51.0,84.0,73.0,74.0,69.0,37.0,30.0,84.0
2019-06-27,68.0,1.0,47.0,49.0,86.0,71.0,75.0,66.0,43.0,27.0,81.0
2019-06-28,67.0,1.0,45.0,46.0,83.0,70.0,71.0,63.0,22.0,30.0,75.0
2019-06-29,42.0,1.0,23.0,40.0,64.0,27.0,32.0,23.0,20.0,22.0,59.0
2019-06-30,36.0,1.0,19.0,40.0,63.0,25.0,29.0,25.0,30.0,28.0,59.0
2019-07-01,69.0,1.0,43.0,51.0,82.0,68.0,71.0,67.0,35.0,35.0,78.0
2019-07-02,70.0,1.0,46.0,50.0,82.0,75.0,68.0,70.0,41.0,28.0,80.0
2019-07-03,70.0,1.0,48.0,49.0,86.0,71.0,72.0,60.0,35.0,28.0,81.0
2019-07-04,58.0,1.0,28.0,45.0,72.0,63.0,72.0,64.0,38.0,27.0,76.0
2019-07-05,70.0,1.0,41.0,46.0,76.0,61.0,76.0,57.0,41.0,24.0,71.0
2019-07-06,44.0,1.0,22.0,40.0,68.0,25.0,32.0,23.0,29.0,13.0,58.0
2019-07-07,39.0,1.0,20.0,37.0,65.0,23.0,30.0,29.0,27.0,25.0,62.0
2019-07-08,74.0,1.0,44.0,52.0,91.0,69.0,75.0,76.0,40.0,32.0,84.0
2019-07-09,70.0,1.0,46.0,56.0,90.0,76.0,75.0,71.0,51.0,37.0,87.0
2019-07-10,71.0,1.0,48.0,53.0,87.0,74.0,71.0,66.0,52.0,36.0,84.0
2019-07-11,70.0,1.0,49.0,54.0,87.0,76.0,71.0,70.0,36.0,32.0,80.0
2019-07-12,68.0,1.0,49.0,48.0,84.0,69.0,72.0,59.0,35.0,28.0,78.0
2019-07-13,42.0,1.0,23.0,39.0,71.0,27.0,32.0,26.0,24.0,17.0,54.0
2019-07-14,37.0,1.0,19.0,40.0,65.0,25.0,31.0,29.0,19.0,19.0,63.0
2019-07-15,72.0,1.0,45.0,50.0,88.0,68.0,73.0,70.0,29.0,21.0,88.0
2019-07-16,73.0,,48.0,51.0,93.0,77.0,76.0,66.0,51.0,28.0,85.0
2019-07-17,69.0,,49.0,50.0,88.0,77.0,76.0,71.0,38.0,36.0,86.0
2019-07-18,65.0,,49.0,46.0,85.0,74.0,75.0,59.0,44.0,38.0,79.0
2019-07-19,69.0,,47.0,43.0,83.0,68.0,76.0,59.0,35.0,30.0,79.0
2019-07-20,43.0,,22.0,37.0,65.0,28.0,34.0,27.0,25.0,19.0,44.0
2019-07-21,38.0,,19.0,39.0,63.0,24.0,30.0,24.0,22.0,38.0,54.0
2019-07-22,69.0,,44.0,49.0,82.0,65.0,73.0,63.0,31.0,32.0,84.0
2019-07-23,74.0,,49.0,53.0,86.0,71.0,76.0,66.0,23.0,33.0,83.0
2019-07-24,73.0,,52.0,59.0,86.0,73.0,77.0,76.0,37.0,34.0,80.0
2019-07-25,74.0,,53.0,53.0,84.0,68.0,77.0,68.0,50.0,34.0,78.0
2019-07-26,70.0,,52.0,44.0,78.0,64.0,77.0,55.0,31.0,25.0,66.0
2019-07-27,44.0,,23.0,37.0,67.0,27.0,35.0,37.0,23.0,11.0,57.0
2019-07-28,38.0,,20.0,36.0,64.0,25.0,33.0,32.0,15.0,18.0,62.0
2019-07-29,70.0,,47.0,46.0,83.0,60.0,76.0,78.0,35.0,21.0,83.0
2019-07-30,74.0,,51.0,51.0,83.0,72.0,83.0,66.0,34.0,30.0,88.0
2019-07-31,74.0,,54.0,48.0,83.0,64.0,82.0,69.0,48.0,26.0,82.0
2019-08-01,74.0,,51.0,48.0,83.0,69.0,76.0,61.0,39.0,34.0,82.0
2019-08-02,68.0,,51.0,46.0,81.0,60.0,78.0,50.0,27.0,23.0,62.0
2019-08-03,41.0,,24.0,37.0,68.0,24.0,35.0,29.0,20.0,22.0,54.0
2019-08-04,36.0,,20.0,39.0,63.0,20.0,32.0,23.0,22.0,24.0,56.0
2019-08-05,75.0,,55.0,43.0,81.0,64.0,75.0,67.0,31.0,29.0,74.0
2019-08-06,78.0,,61.0,47.0,83.0,70.0,79.0,59.0,55.0,28.0,84.0
2019-08-07,77.0,,55.0,48.0,82.0,68.0,82.0,68.0,41.0,35.0,81.0
2019-08-08,73.0,,57.0,47.0,82.0,67.0,79.0,56.0,43.0,28.0,73.0
2019-08-09,66.0,,50.0,45.0,78.0,63.0,75.0,50.0,38.0,27.0,73.0
2019-08-10,43.0,,23.0,35.0,63.0,23.0,32.0,25.0,29.0,19.0,58.0
2019-08-11,33.0,,20.0,34.0,63.0,22.0,30.0,29.0,24.0,24.0,55.0
2019-08-12,69.0,,47.0,50.0,84.0,57.0,53.0,59.0,38.0,24.0,72.0
2019-08-13,74.0,,54.0,47.0,83.0,74.0,79.0,72.0,46.0,30.0,87.0
2019-08-14,73.0,,59.0,48.0,86.0,66.0,76.0,68.0,45.0,34.0,86.0
2019-08-15,76.0,,65.0,45.0,81.0,56.0,55.0,57.0,44.0,24.0,85.0
2019-08-16,75.0,,54.0,46.0,81.0,62.0,75.0,57.0,27.0,29.0,74.0
2019-08-17,42.0,,25.0,37.0,65.0,27.0,33.0,28.0,16.0,23.0,52.0
2019-08-18,40.0,,20.0,38.0,69.0,24.0,30.0,25.0,21.0,26.0,56.0
2019-08-19,76.0,,50.0,46.0,87.0,70.0,71.0,73.0,60.0,29.0,84.0
2019-08-20,76.0,,50.0,48.0,93.0,72.0,72.0,67.0,45.0,41.0,92.0
2019-08-21,77.0,,53.0,47.0,92.0,81.0,76.0,68.0,52.0,37.0,76.0
2019-08-22,77.0,,50.0,46.0,91.0,85.0,74.0,68.0,38.0,29.0,79.0
2019-08-23,74.0,,52.0,45.0,85.0,77.0,76.0,66.0,32.0,30.0,76.0
2019-08-24,51.0,,24.0,35.0,63.0,26.0,32.0,24.0,22.0,26.0,58.0
2019-08-25,39.0,,20.0,37.0,62.0,26.0,29.0,29.0,27.0,26.0,57.0
2019-08-26,71.0,,49.0,45.0,82.0,72.0,68.0,59.0,52.0,29.0,78.0
2019-08-27,78.0,,49.0,47.0,89.0,79.0,75.0,67.0,44.0,34.0,75.0
2019-08-28,79.0,,48.0,47.0,93.0,84.0,73.0,58.0,55.0,31.0,80.0
2019-08-29,77.0,,47.0,50.0,89.0,74.0,75.0,68.0,45.0,39.0,86.0
2019-08-30,71.0,,46.0,46.0,83.0,66.0,72.0,50.0,45.0,36.0,75.0
2019-08-31,42.0,,21.0,36.0,63.0,26.0,33.0,24.0,27.0,15.0,51.0
2019-09-01,39.0,,18.0,39.0,61.0,27.0,29.0,29.0,26.0,24.0,53.0
2019-09-02,55.0,,23.0,40.0,72.0,52.0,49.0,50.0,38.0,27.0,69.0
2019-09-03,74.0,,44.0,46.0,84.0,76.0,70.0,67.0,36.0,35.0,79.0
2019-09-04,75.0,,46.0,47.0,84.0,80.0,73.0,57.0,44.0,36.0,85.0
2019-09-05,75.0,,49.0,50.0,88.0,76.0,71.0,59.0,59.0,31.0,80.0
2019-09-06,74.0,,46.0,45.0,88.0,66.0,70.0,56.0,31.0,43.0,76.0
2019-09-07,45.0,,22.0,37.0,68.0,29.0,33.0,24.0,39.0,28.0,58.0
2019-09-08,40.0,,20.0,36.0,64.0,26.0,30.0,32.0,28.0,27.0,64.0
2019-09-09,74.0,,46.0,47.0,86.0,75.0,68.0,59.0,59.0,22.0,83.0
2019-09-10,74.0,,51.0,47.0,89.0,81.0,58.0,68.0,50.0,40.0,85.0
2019-09-11,77.0,,52.0,48.0,91.0,83.0,76.0,55.0,47.0,41.0,87.0
2019-09-12,78.0,,54.0,52.0,90.0,80.0,76.0,77.0,56.0,33.0,85.0
2019-09-13,74.0,,47.0,47.0,87.0,70.0,74.0,55.0,49.0,41.0,82.0
2019-09-14,48.0,,22.0,35.0,69.0,25.0,34.0,25.0,23.0,20.0,51.0
2019-09-15,40.0,,21.0,38.0,64.0,27.0,30.0,29.0,27.0,29.0,68.0
2019-09-16,78.0,,48.0,49.0,87.0,74.0,73.0,51.0,62.0,38.0,91.0
2019-09-17,73.0,,47.0,49.0,90.0,81.0,71.0,67.0,69.0,42.0,87.0
2019-09-18,74.0,,48.0,49.0,93.0,88.0,69.0,70.0,66.0,41.0,88.0
2019-09-19,76.0,,47.0,50.0,92.0,86.0,74.0,70.0,45.0,34.0,84.0
2019-09-20,71.0,,46.0,44.0,85.0,75.0,86.0,66.0,39.0,46.0,81.0
2019-09-21,45.0,,22.0,35.0,68.0,30.0,39.0,32.0,43.0,20.0,56.0
2019-09-22,39.0,,19.0,38.0,67.0,31.0,30.0,37.0,43.0,27.0,60.0
2019-09-23,80.0,,44.0,48.0,93.0,68.0,85.0,71.0,34.0,44.0,87.0
2019-09-24,79.0,,48.0,51.0,92.0,80.0,80.0,73.0,55.0,40.0,82.0
2019-09-25,74.0,,47.0,52.0,93.0,81.0,76.0,59.0,42.0,48.0,84.0
2019-09-26,71.0,,46.0,57.0,92.0,79.0,77.0,76.0,46.0,32.0,84.0
2019-09-27,71.0,,44.0,49.0,84.0,76.0,76.0,53.0,34.0,32.0,86.0
2019-09-28,44.0,,21.0,40.0,65.0,29.0,33.0,30.0,27.0,26.0,60.0
2019-09-29,37.0,,18.0,42.0,65.0,31.0,31.0,23.0,38.0,32.0,58.0
2019-09-30,77.0,,42.0,54.0,88.0,68.0,72.0,70.0,52.0,28.0,83.0
2019-10-01,78.0,,46.0,52.0,88.0,76.0,76.0,73.0,52.0,34.0,84.0
2019-10-02,76.0,,47.0,50.0,86.0,69.0,50.0,69.0,62.0,28.0,86.0
2019-10-03,81.0,,49.0,49.0,84.0,77.0,76.0,59.0,41.0,28.0,83.0
2019-10-04,79.0,,43.0,47.0,82.0,69.0,74.0,58.0,48.0,28.0,70.0
2019-10-05,47.0,,21.0,36.0,66.0,29.0,34.0,33.0,29.0,31.0,58.0
2019-10-06,40.0,,18.0,37.0,65.0,24.0,30.0,23.0,36.0,26.0,64.0
2019-10-07,75.0,,41.0,48.0,87.0,70.0,68.0,78.0,52.0,28.0,81.0
2019-10-08,73.0,,43.0,49.0,83.0,68.0,48.0,71.0,54.0,28.0,74.0
2019-10-09,80.0,,44.0,48.0,89.0,77.0,74.0,69.0,36.0,30.0,88.0
2019-10-10,72.0,,45.0,51.0,88.0,76.0,72.0,68.0,56.0,42.0,85.0
2019-10-11,79.0,,47.0,45.0,84.0,73.0,78.0,51.0,46.0,38.0,83.0
2019-10-12,45.0,,21.0,36.0,68.0,24.0,32.0,32.0,29.0,26.0,56.0
2019-10-13,41.0,,20.0,36.0,66.0,28.0,32.0,33.0,43.0,24.0,63.0
2019-10-14,78.0,,41.0,47.0,85.0,64.0,81.0,69.0,55.0,34.0,84.0
2019-10-15,81.0,,47.0,49.0,91.0,79.0,78.0,87.0,57.0,27.0,87.0
2019-10-16,83.0,,46.0,46.0,88.0,82.0,76.0,66.0,64.0,35.0,84.0
2019-10-17,76.0,,46.0,49.0,86.0,80.0,82.0,70.0,51.0,34.0,84.0
2019-10-18,78.0,,44.0,47.0,84.0,78.0,83.0,58.0,36.0,32.0,79.0
2019-10-19,46.0,,21.0,36.0,66.0,33.0,36.0,28.0,41.0,25.0,55.0
2019-10-20,38.0,,19.0,37.0,62.0,27.0,30.0,35.0,24.0,19.0,59.0
2019-10-21,74.0,,44.0,48.0,85.0,70.0,58.0,68.0,49.0,38.0,81.0
2019-10-22,78.0,,49.0,51.0,88.0,77.0,85.0,78.0,55.0,31.0,84.0
2019-10-23,78.0,,49.0,51.0,88.0,76.0,86.0,66.0,63.0,40.0,86.0
2019-10-24,77.0,,55.0,53.0,88.0,85.0,81.0,66.0,45.0,37.0,83.0
2019-10-25,73.0,,51.0,47.0,78.0,64.0,77.0,48.0,45.0,28.0,65.0
2019-10-26,41.0,,23.0,37.0,63.0,24.0,35.0,24.0,23.0,32.0,52.0
2019-10-27,35.0,,20.0,33.0,57.0,24.0,38.0,25.0,31.0,20.0,48.0
2019-10-28,70.0,,49.0,45.0,80.0,65.0,51.0,55.0,46.0,20.0,77.0
2019-10-29,75.0,,52.0,50.0,85.0,73.0,78.0,61.0,48.0,28.0,83.0
2019-10-30,78.0,,52.0,49.0,88.0,75.0,83.0,67.0,31.0,39.0,82.0
2019-10-31,78.0,,51.0,48.0,84.0,68.0,90.0,67.0,42.0,25.0,75.0
2019-11-01,78.0,,49.0,44.0,80.0,61.0,86.0,47.0,35.0,34.0,72.0
2019-11-02,45.0,,23.0,34.0,64.0,25.0,39.0,24.0,22.0,19.0,58.0
2019-11-03,36.0,,21.0,38.0,64.0,27.0,32.0,31.0,34.0,29.0,60.0
2019-11-04,80.0,,50.0,48.0,91.0,68.0,86.0,63.0,62.0,36.0,90.0
2019-11-05,81.0,,53.0,51.0,88.0,79.0,83.0,62.0,54.0,42.0,95.0
2019-11-06,79.0,,52.0,51.0,89.0,78.0,83.0,62.0,47.0,42.0,88.0
2019-11-07,82.0,,58.0,52.0,92.0,76.0,84.0,68.0,50.0,39.0,82.0
2019-11-08,78.0,,53.0,51.0,85.0,74.0,79.0,59.0,41.0,40.0,83.0
2019-11-09,44.0,,23.0,38.0,66.0,29.0,35.0,21.0,33.0,22.0,59.0
2019-11-10,36.0,,21.0,40.0,64.0,27.0,30.0,39.0,39.0,32.0,63.0
2019-11-11,68.0,,46.0,50.0,84.0,67.0,80.0,72.0,56.0,39.0,80.0
2019-11-12,73.0,,51.0,49.0,93.0,76.0,59.0,74.0,46.0,36.0,90.0
2019-11-13,77.0,,51.0,49.0,89.0,75.0,80.0,74.0,50.0,34.0,83.0
2019-11-14,76.0,,52.0,50.0,87.0,77.0,76.0,62.0,57.0,30.0,86.0
2019-11-15,78.0,,51.0,44.0,86.0,66.0,77.0,60.0,44.0,35.0,78.0
2019-11-16,47.0,,25.0,38.0,70.0,30.0,37.0,34.0,30.0,26.0,55.0
2019-11-17,40.0,,21.0,37.0,68.0,29.0,32.0,32.0,35.0,36.0,69.0
2019-11-18,82.0,,49.0,47.0,90.0,76.0,79.0,79.0,48.0,41.0,87.0
2019-11-19,73.0,,53.0,51.0,95.0,76.0,83.0,66.0,54.0,48.0,86.0
2019-11-20,80.0,,53.0,51.0,95.0,82.0,85.0,71.0,53.0,36.0,87.0
2019-11-21,78.0,,51.0,50.0,88.0,85.0,81.0,69.0,57.0,33.0,87.0
2019-11-22,78.0,,51.0,46.0,89.0,73.0,79.0,53.0,41.0,34.0,91.0
2019-11-23,44.0,,25.0,34.0,69.0,29.0,32.0,31.0,20.0,36.0,52.0
2019-11-24,36.0,,21.0,36.0,67.0,30.0,31.0,32.0,44.0,24.0,59.0
2019-11-25,78.0,,49.0,46.0,88.0,72.0,79.0,66.0,40.0,33.0,85.0
2019-11-26,76.0,,51.0,48.0,83.0,79.0,82.0,71.0,31.0,48.0,92.0
2019-11-27,73.0,,49.0,48.0,85.0,82.0,76.0,69.0,63.0,36.0,78.0
2019-11-28,58.0,,31.0,43.0,73.0,74.0,77.0,54.0,41.0,34.0,68.0
2019-11-29,67.0,,36.0,40.0,76.0,58.0,75.0,49.0,44.0,30.0,56.0
2019-11-30,43.0,,22.0,40.0,66.0,25.0,35.0,18.0,24.0,29.0,49.0
2019-12-01,38.0,,21.0,42.0,64.0,29.0,31.0,36.0,35.0,30.0,54.0
2019-12-02,82.0,,44.0,48.0,87.0,66.0,75.0,67.0,57.0,43.0,84.0
2019-12-03,80.0,,49.0,51.0,87.0,74.0,74.0,64.0,53.0,41.0,84.0
2019-12-04,79.0,,48.0,50.0,91.0,75.0,79.0,71.0,48.0,34.0,84.0
2019-12-05,77.0,,49.0,50.0,87.0,75.0,76.0,66.0,56.0,48.0,81.0
2019-12-06,74.0,,46.0,49.0,83.0,66.0,73.0,56.0,52.0,40.0,74.0
2019-12-07,45.0,,25.0,37.0,66.0,27.0,34.0,25.0,23.0,18.0,56.0
2019-12-08,39.0,,21.0,38.0,63.0,26.0,29.0,23.0,32.0,35.0,60.0
2019-12-09,80.0,,42.0,56.0,83.0,71.0,77.0,70.0,45.0,32.0,78.0
2019-12-10,80.0,,46.0,51.0,88.0,75.0,70.0,65.0,41.0,38.0,79.0
2019-12-11,77.0,,46.0,51.0,91.0,81.0,74.0,63.0,50.0,43.0,85.0
2019-12-12,83.0,,49.0,50.0,90.0,76.0,78.0,66.0,46.0,38.0,77.0
2019-12-13,79.0,,51.0,48.0,84.0,68.0,84.0,52.0,34.0,51.0,74.0
2019-12-14,45.0,,24.0,38.0,70.0,28.0,34.0,29.0,22.0,20.0,52.0
2019-12-15,37.0,,21.0,37.0,65.0,24.0,32.0,32.0,34.0,35.0,59.0
2019-12-16,75.0,,47.0,47.0,83.0,72.0,75.0,59.0,34.0,32.0,80.0
2019-12-17,80.0,,53.0,47.0,86.0,69.0,80.0,62.0,43.0,30.0,78.0
2019-12-18,74.0,,49.0,47.0,81.0,69.0,76.0,61.0,37.0,36.0,70.0
2019-12-19,74.0,,51.0,46.0,82.0,68.0,76.0,50.0,30.0,26.0,71.0
2019-12-20,72.0,,49.0,46.0,81.0,57.0,76.0,44.0,39.0,45.0,68.0
2019-12-21,41.0,,25.0,38.0,62.0,23.0,33.0,18.0,15.0,23.0,48.0
2019-12-22,35.0,,21.0,35.0,57.0,23.0,32.0,14.0,23.0,21.0,48.0
2019-12-23,65.0,,47.0,41.0,76.0,53.0,72.0,44.0,20.0,30.0,71.0
2019-12-24,59.0,,46.0,35.0,67.0,50.0,70.0,36.0,18.0,31.0,54.0
2019-12-25,38.0,,25.0,32.0,62.0,31.0,38.0,26.0,24.0,20.0,48.0
2019-12-26,61.0,,43.0,41.0,71.0,47.0,62.0,35.0,19.0,21.0,62.0
2019-12-27,68.0,,49.0,43.0,74.0,46.0,69.0,42.0,31.0,31.0,66.0
2019-12-28,45.0,,25.0,39.0,65.0,20.0,34.0,18.0,23.0,24.0,54.0
2019-12-29,36.0,,23.0,39.0,63.0,22.0,29.0,19.0,12.0,37.0,60.0
2019-12-30,67.0,,46.0,45.0,78.0,47.0,68.0,39.0,21.0,31.0,71.0
2019-12-31,66.0,,47.0,41.0,69.0,41.0,69.0,41.0,33.0,25.0,68.0
