date,Apple,,apple,aapl,apple store,apple watch,apple iphone,iphone,apple music,aapl stock price,aapl stock,apple pay,apple macbook,apple support,apple watch series 3,apple 4 watch,airpods,semiconductor,TSMC,apple factory,apple earnings,aapl earnings
5/30/2019,22,,22,14,32,21,9,20,24,24,16,31,37,44,9,13,16,58,31,32,0,0
5/31/2019,22,,22,14,33,23,9,20,27,30,17,28,25,50,7,13,15,60,17,42,0,0
6/1/2019,23,,23,4,36,25,9,21,33,5,5,30,36,44,10,13,15,35,12,33,0,1
6/2/2019,23,,23,2,35,24,10,23,28,9,3,24,32,46,9,13,16,27,14,44,0,0
6/3/2019,28,,28,19,34,25,10,20,29,42,24,27,36,68,9,14,15,90,14,30,1,1
6/4/2019,32,,32,18,40,25,10,20,34,34,23,29,48,64,9,13,15,69,16,37,0,0
6/5/2019,29,,29,19,32,23,9,19,26,32,29,29,42,54,8,11,14,61,22,26,0,1
6/6/2019,26,,26,15,31,23,9,20,25,43,20,26,37,62,9,11,15,77,20,34,1,1
6/7/2019,24,,24,14,34,22,9,20,27,33,21,26,35,59,7,12,14,59,16,25,1,2
6/8/2019,25,,25,4,38,26,10,22,29,11,7,29,38,58,11,14,15,33,3,28,1,0
6/9/2019,25,,25,3,34,27,10,22,24,2,2,26,36,41,10,15,15,34,9,34,0,0
6/10/2019,23,,23,15,33,25,8,20,24,35,20,27,38,60,9,14,16,48,21,33,2,1
6/11/2019,23,,23,16,31,24,8,19,24,25,21,48,34,48,7,14,15,59,11,37,1,1
6/12/2019,23,,23,14,31,24,9,19,22,24,16,32,45,61,7,15,15,64,21,22,1,1
6/13/2019,23,,23,14,31,22,8,19,26,32,14,31,40,49,7,12,14,58,17,22,3,0
6/14/2019,23,,23,12,31,24,8,19,26,29,16,30,37,45,7,13,13,52,22,31,1,0
6/15/2019,24,,24,3,37,28,10,22,27,11,5,31,38,57,10,15,17,32,8,25,0,0
6/16/2019,24,,24,3,38,29,10,22,24,3,1,26,31,49,11,17,16,31,8,41,1,0
6/17/2019,23,,23,12,35,26,9,20,22,22,16,27,36,49,10,14,16,63,21,27,1,0
6/18/2019,23,,23,16,31,26,10,20,26,34,24,37,36,55,9,15,14,64,18,17,2,0
6/19/2019,22,,22,15,31,24,9,19,23,40,20,30,34,56,7,13,15,66,30,40,1,1
6/20/2019,22,,22,17,32,23,9,20,21,45,23,29,43,47,9,14,15,61,23,33,1,1
6/21/2019,23,,23,14,35,24,8,20,27,27,17,26,61,57,8,14,14,44,15,33,2,0
6/22/2019,23,,23,3,36,26,10,21,25,0,4,29,42,38,9,14,14,35,12,18,1,0
6/23/2019,23,,23,3,34,25,10,22,26,5,3,26,41,51,9,15,16,30,12,25,1,1
6/24/2019,23,,23,12,33,24,9,20,22,32,18,25,42,53,9,14,14,63,11,44,1,3
6/25/2019,23,,23,12,32,23,9,20,22,36,15,30,42,58,8,13,14,67,14,40,1,0
6/26/2019,23,,23,11,31,24,9,20,24,19,14,43,42,68,8,13,14,59,23,35,2,3
6/27/2019,23,,23,13,31,24,9,19,23,32,15,33,37,64,7,14,13,54,32,17,2,2
6/28/2019,23,,23,16,36,24,9,19,23,19,17,30,37,48,8,14,14,51,23,28,3,2
6/29/2019,22,,22,4,36,25,10,21,28,2,4,32,40,43,9,16,15,29,9,40,1,0
6/30/2019,23,,23,3,32,25,10,22,27,2,3,30,38,38,10,16,15,29,4,31,0,0
7/1/2019,22,,22,15,33,24,10,21,24,39,19,34,36,58,9,13,15,60,22,34,1,0
7/2/2019,23,,23,12,32,22,9,20,23,23,16,30,37,55,7,13,16,60,18,42,2,3
7/3/2019,22,,22,12,34,23,9,21,22,21,15,29,38,52,8,13,15,61,27,48,1,3
7/4/2019,23,,23,6,37,23,9,20,22,14,6,30,38,55,9,14,14,60,19,19,4,0
7/5/2019,22,,22,11,35,22,9,20,24,23,11,28,35,55,7,12,14,47,26,26,2,3
7/6/2019,23,,23,3,36,24,10,21,24,5,2,30,35,42,10,14,16,25,15,25,0,0
7/7/2019,23,,23,2,33,25,10,22,28,2,3,30,36,47,10,14,15,29,9,43,0,0
7/8/2019,23,,23,14,34,24,9,20,22,17,14,28,38,62,8,13,15,50,8,20,2,5
7/9/2019,23,,23,14,32,24,9,20,23,25,20,31,44,54,9,13,16,58,18,14,2,0
7/10/2019,23,,23,13,35,23,9,20,23,35,19,31,56,61,7,14,14,54,28,24,2,2
7/11/2019,22,,22,13,34,24,9,20,21,16,16,27,46,52,8,14,15,61,26,32,0,2
7/12/2019,22,,22,12,35,22,10,20,25,27,17,30,41,57,9,13,16,40,17,42,2,2
7/13/2019,23,,23,2,39,25,10,22,25,6,2,29,42,57,9,13,16,31,15,35,1,1
7/14/2019,23,,23,3,36,26,10,23,29,3,2,25,39,53,11,15,16,22,11,58,2,0
7/15/2019,25,,25,11,41,31,11,22,21,15,10,27,55,59,17,19,18,60,12,35,3,4
7/16/2019,26,,26,13,39,25,10,22,21,28,18,30,46,61,14,16,16,61,25,25,1,4
7/17/2019,24,,24,13,34,24,10,21,23,28,13,28,45,61,10,15,16,66,27,42,2,5
7/18/2019,23,,23,11,33,21,9,21,23,12,11,28,32,56,9,12,15,52,31,26,4,4
7/19/2019,23,,23,11,34,24,8,20,27,18,12,26,42,58,8,14,15,50,21,50,2,2
7/20/2019,23,,23,2,32,24,9,22,25,6,3,28,41,52,9,15,15,30,6,30,0,0
7/21/2019,23,,23,1,34,24,10,22,21,0,2,32,43,39,9,15,16,37,21,45,0,0
7/22/2019,23,,23,15,38,23,9,20,23,41,16,28,37,55,10,14,15,55,21,61,9,8
7/23/2019,24,,24,13,32,24,10,20,24,17,17,23,29,67,8,15,15,42,15,13,4,10
7/24/2019,23,,23,13,33,22,9,20,25,27,15,28,37,59,7,14,14,54,23,49,4,6
7/25/2019,22,,22,14,30,22,9,20,23,29,14,26,41,51,7,14,14,70,11,35,6,10
7/26/2019,23,,23,15,35,23,9,21,24,27,15,30,36,52,8,14,15,46,13,36,9,8
7/27/2019,23,,23,3,36,26,9,22,26,3,5,28,36,58,10,13,16,34,12,64,4,4
7/28/2019,23,,23,2,34,24,9,23,25,3,2,25,39,51,7,15,15,33,26,20,1,2
7/29/2019,24,,24,14,35,22,9,21,22,23,18,26,44,59,9,13,15,59,23,30,9,8
7/30/2019,24,,24,37,37,23,9,21,25,35,44,26,37,62,9,12,15,56,28,22,48,48
7/31/2019,24,,24,39,35,23,10,21,24,50,37,28,43,51,9,13,16,57,28,17,13,6
8/1/2019,23,,23,23,32,23,9,21,25,38,24,30,35,52,6,13,16,58,8,22,7,2
8/2/2019,23,,23,17,36,22,9,21,25,40,19,25,43,51,7,12,16,69,21,41,1,4
8/3/2019,23,,23,4,36,25,10,21,28,3,4,28,42,49,10,14,17,31,8,24,1,2
8/4/2019,25,,25,1,34,26,10,22,25,0,2,34,41,46,9,15,16,33,9,74,3,0
8/5/2019,22,,22,21,34,22,9,20,22,47,28,24,36,61,10,14,16,59,21,26,0,2
8/6/2019,24,,24,21,35,22,9,21,22,26,22,27,31,47,8,13,16,54,18,21,1,4
8/7/2019,24,,24,16,39,20,9,20,26,35,18,27,39,47,7,13,14,76,13,22,0,0
8/8/2019,24,,24,12,34,21,9,20,22,37,19,24,37,59,10,14,16,67,18,21,2,2
8/9/2019,24,,24,15,37,23,10,21,30,39,18,32,39,70,9,13,16,53,29,31,0,0
8/10/2019,25,,25,3,34,26,10,23,28,6,4,30,38,54,8,15,16,22,14,34,1,0
8/11/2019,25,,25,3,36,27,10,23,26,3,2,28,35,50,8,15,17,31,14,29,0,0
8/12/2019,25,,25,16,36,23,10,22,24,32,16,32,53,73,9,13,17,48,16,39,2,4
8/13/2019,26,,26,20,35,23,10,21,22,23,26,27,49,77,8,14,17,64,30,68,2,2
8/14/2019,25,,25,18,34,21,10,21,21,30,26,29,54,55,7,13,15,56,17,24,0,0
8/15/2019,24,,24,17,38,23,10,22,26,47,25,30,48,47,7,14,18,62,21,31,2,4
8/16/2019,24,,24,14,36,21,10,21,26,29,19,30,43,61,7,13,17,60,16,53,1,0
8/17/2019,25,,25,4,39,24,10,22,27,17,4,31,45,56,7,16,17,37,14,53,3,0
8/18/2019,25,,25,3,36,24,11,23,29,3,3,32,48,55,8,12,17,37,11,44,0,0
8/19/2019,25,,25,18,35,23,10,21,23,33,20,27,45,57,8,14,15,56,12,41,2,0
8/20/2019,25,,25,19,38,23,10,21,23,28,19,33,48,63,8,11,17,75,10,25,2,0
8/21/2019,25,,25,15,34,19,10,20,28,28,14,36,51,61,8,12,17,74,24,29,0,2
8/22/2019,25,,25,14,31,22,9,21,26,28,16,32,48,58,6,12,17,72,12,42,2,0
8/23/2019,25,,25,16,34,20,9,21,31,26,24,37,51,54,9,11,17,51,21,43,1,2
8/24/2019,24,,24,5,37,23,11,22,24,6,4,36,32,51,9,13,17,37,20,29,1,0
8/25/2019,26,,26,3,37,23,10,23,27,9,3,32,38,41,5,12,17,42,8,58,2,0
8/26/2019,25,,25,13,36,21,11,21,24,45,21,27,51,62,8,11,16,69,17,50,0,4
8/27/2019,24,,24,13,33,21,10,21,24,19,17,25,41,45,7,12,16,75,34,29,2,0
8/28/2019,25,,25,12,32,21,9,20,24,30,15,32,50,56,7,10,17,82,29,49,1,0
8/29/2019,24,,24,14,31,23,10,21,24,30,15,27,49,63,9,11,17,67,12,37,1,0
8/30/2019,65,,65,12,35,22,11,21,28,36,15,30,45,60,9,13,17,64,19,42,0,2
8/31/2019,89,,89,2,34,23,11,23,26,9,4,29,42,51,7,15,18,46,19,46,0,0
9/1/2019,88,,88,3,38,24,12,23,25,3,1,32,42,47,9,13,18,47,8,18,0,0
9/2/2019,75,,75,3,37,22,11,21,22,2,2,31,48,50,8,13,18,55,27,58,0,0
9/3/2019,72,,72,14,32,21,10,21,24,8,16,30,50,51,7,12,17,47,26,32,1,0
9/4/2019,78,,78,13,38,21,10,21,22,37,17,27,48,62,6,11,18,53,16,32,1,0
9/5/2019,83,,83,16,35,22,11,21,23,35,19,34,45,53,7,13,17,55,17,28,2,4
9/6/2019,71,,71,12,36,20,10,22,27,25,13,28,52,50,6,12,17,56,12,46,2,0
9/7/2019,59,,59,3,38,25,11,24,29,3,1,30,43,51,7,13,19,33,14,56,1,2
9/8/2019,59,,59,2,36,22,13,24,22,13,4,32,45,56,7,11,19,29,13,64,0,0
9/9/2019,58,,58,13,31,21,13,23,24,21,17,26,48,59,7,10,17,56,4,32,2,0
9/10/2019,100,,100,26,57,45,50,46,28,48,29,26,61,74,12,27,20,89,19,32,2,2
9/11/2019,87,,87,28,66,58,49,64,23,59,33,34,57,67,18,36,22,77,14,40,2,4
9/12/2019,69,,69,23,55,42,27,43,28,36,21,31,48,56,14,24,19,75,12,53,1,2
9/13/2019,66,,66,20,64,37,25,40,29,53,18,33,50,56,12,21,19,67,22,46,1,4
9/14/2019,67,,67,5,57,38,20,38,28,3,4,33,41,58,15,20,20,29,8,37,0,0
9/15/2019,65,,65,3,51,34,18,36,27,3,1,29,47,51,14,19,19,41,16,46,1,2
9/16/2019,62,,62,16,49,29,16,30,26,19,18,28,43,60,10,17,19,79,26,28,0,0
9/17/2019,57,,57,15,44,28,15,28,26,32,15,33,44,67,10,15,19,94,9,39,0,0
9/18/2019,57,,57,16,42,29,15,28,21,40,18,31,46,74,11,14,17,81,21,32,1,2
9/19/2019,57,,57,14,48,28,15,28,24,28,16,36,40,59,10,15,19,68,26,53,0,4
9/20/2019,61,,61,13,70,42,20,37,26,42,17,41,44,68,10,17,19,64,22,46,2,2
9/21/2019,66,,66,5,65,48,22,39,27,12,1,43,39,73,13,19,21,36,22,27,1,0
9/22/2019,63,,63,2,65,47,21,39,26,3,1,34,48,60,15,20,23,46,13,77,0,0
9/23/2019,56,,56,11,54,40,17,32,24,18,15,36,48,72,10,18,21,56,21,55,0,4
9/24/2019,52,,52,16,52,37,15,31,25,29,14,35,48,77,12,17,20,59,18,47,2,2
9/25/2019,48,,48,12,52,36,15,31,27,34,13,33,48,66,10,16,19,75,23,35,1,0
9/26/2019,46,,46,11,49,36,15,29,23,16,12,35,48,72,12,12,20,68,4,36,0,0
9/27/2019,33,,33,12,50,35,15,29,30,19,12,33,39,72,10,14,19,68,19,37,0,2
9/28/2019,36,,36,3,60,39,16,33,29,3,3,40,40,68,14,14,23,34,13,46,1,0
9/29/2019,36,,36,3,53,37,16,33,32,3,3,38,47,52,12,15,21,46,6,27,2,2
9/30/2019,32,,32,14,53,33,15,29,27,24,12,43,45,70,10,14,21,55,26,48,2,2
10/1/2019,30,,30,16,51,32,14,26,22,35,21,42,46,63,12,12,20,71,26,39,1,2
10/2/2019,29,,29,14,47,29,13,26,27,26,18,36,40,68,11,10,19,54,23,27,1,2
10/3/2019,30,,30,9,43,29,14,26,24,30,18,37,35,67,8,12,19,69,19,56,2,0
10/4/2019,31,,31,14,50,32,14,26,27,44,21,33,36,55,9,13,20,55,33,53,1,2
10/5/2019,35,,35,4,53,33,13,29,28,9,5,43,35,49,11,15,21,34,11,41,0,0
10/6/2019,34,,34,3,47,33,14,29,26,6,2,40,35,61,11,13,21,36,34,27,2,0
10/7/2019,30,,30,14,43,29,12,26,26,37,21,36,43,70,9,12,20,60,26,32,2,5
10/8/2019,30,,30,12,43,31,13,26,25,21,14,38,42,72,9,11,19,75,28,56,2,2
10/9/2019,30,,30,12,44,29,14,26,27,21,16,36,47,73,9,12,21,83,19,53,3,0
10/10/2019,29,,29,13,42,28,13,26,28,32,17,37,46,76,10,10,20,64,21,52,3,2
10/11/2019,29,,29,18,42,28,13,26,26,40,21,36,35,74,8,10,19,52,19,44,2,2
10/12/2019,33,,33,4,51,30,14,29,24,9,7,37,39,68,9,11,21,35,16,45,1,2
10/13/2019,35,,35,2,51,32,15,30,30,6,1,36,41,65,12,15,20,38,19,46,0,0
10/14/2019,30,,30,17,41,30,13,27,30,24,18,38,43,62,10,12,19,71,35,40,2,7
10/15/2019,29,,29,16,37,27,12,25,27,21,16,42,39,62,9,10,20,77,34,31,3,2
10/16/2019,29,,29,13,37,28,13,26,29,27,16,40,34,72,9,12,20,68,33,28,5,5
10/17/2019,28,,28,11,37,26,13,25,23,24,12,39,33,72,8,11,20,81,40,28,1,2
10/18/2019,29,,29,12,42,26,13,26,27,22,15,37,34,67,10,9,19,67,34,37,2,0
10/19/2019,31,,31,4,45,31,13,28,29,3,3,35,39,66,11,11,21,32,8,54,2,2
10/20/2019,32,,32,2,41,31,13,28,24,0,2,35,42,72,11,10,24,31,16,36,2,2
10/21/2019,28,,28,16,40,26,12,26,24,34,19,29,41,72,9,10,22,65,27,15,4,4
10/22/2019,28,,28,15,37,27,12,24,22,28,20,33,38,64,7,11,20,53,20,42,3,10
10/23/2019,27,,27,14,37,27,11,24,24,16,18,30,39,70,8,11,20,53,18,19,2,4
10/24/2019,26,,26,16,37,25,11,23,24,29,20,33,42,73,8,10,20,77,21,36,7,11
10/25/2019,27,,27,17,36,25,12,24,29,28,21,35,37,67,8,11,22,53,22,41,7,2
10/26/2019,30,,30,5,39,30,13,27,27,9,10,35,38,56,10,11,22,33,19,27,0,2
10/27/2019,29,,29,4,42,30,13,27,28,3,2,31,35,59,7,11,23,24,8,36,4,6
10/28/2019,30,,30,19,44,27,12,24,30,36,22,27,43,62,9,9,52,51,9,27,9,10
10/29/2019,31,,31,21,42,26,11,24,24,32,21,33,44,62,9,9,82,82,30,28,14,23
10/30/2019,30,,30,39,36,25,11,23,24,36,49,31,43,54,9,11,64,56,21,43,44,38
10/31/2019,29,,29,34,39,26,12,23,21,58,41,29,40,54,8,9,51,61,29,53,13,9
11/1/2019,32,,32,23,37,28,12,24,28,56,23,28,41,69,7,10,43,59,19,46,3,2
11/2/2019,34,,34,5,46,32,14,26,29,9,2,32,39,61,9,10,42,37,16,58,2,0
11/3/2019,33,,33,4,43,32,14,28,30,12,7,32,45,59,10,10,40,34,18,53,0,0
11/4/2019,30,,30,22,43,29,11,24,27,37,24,31,46,69,10,11,36,71,26,39,2,0
11/5/2019,29,,29,19,34,26,12,24,24,28,15,38,47,70,8,8,33,64,41,12,0,2
11/6/2019,28,,28,15,38,27,11,23,27,39,20,37,40,58,10,9,31,77,34,27,5,0
11/7/2019,28,,28,16,37,26,12,23,23,42,25,30,41,59,8,9,31,96,32,27,3,2
11/8/2019,29,,29,16,37,28,12,24,28,32,23,30,37,72,8,10,32,79,33,77,0,0
11/9/2019,31,,31,3,43,33,13,27,27,6,5,35,47,52,11,13,34,33,11,27,0,2
11/10/2019,31,,31,2,43,31,13,27,28,9,2,28,45,51,9,12,34,45,13,44,1,2
11/11/2019,30,,30,17,41,29,12,23,26,29,18,29,43,65,11,10,32,56,18,47,2,4
11/12/2019,28,,28,17,38,28,11,24,24,23,22,29,37,65,11,9,31,67,18,34,0,2
11/13/2019,30,,30,19,38,27,12,24,24,47,18,30,74,56,11,9,29,67,25,39,1,0
11/14/2019,30,,30,16,42,30,13,23,55,36,23,32,61,55,11,9,30,85,27,39,1,5
11/15/2019,32,,32,16,42,29,12,24,89,47,22,35,60,71,13,11,29,73,17,49,1,0
11/16/2019,33,,33,5,48,35,13,27,57,9,4,32,49,69,15,15,33,37,16,63,0,0
11/17/2019,32,,32,4,45,36,13,28,43,6,5,32,50,67,17,13,34,43,5,63,0,2
11/18/2019,29,,29,17,41,30,12,24,33,24,22,30,49,60,12,11,32,77,23,43,1,0
11/19/2019,29,,29,19,39,29,12,23,31,40,19,30,53,73,12,11,29,83,32,59,1,2
11/20/2019,29,,29,15,39,30,12,24,29,43,22,32,49,63,13,12,31,93,23,52,1,2
11/21/2019,30,,30,16,37,32,11,24,25,27,18,27,54,58,13,12,32,77,23,68,0,0
11/22/2019,31,,31,13,41,34,12,24,30,38,17,30,46,70,14,15,34,62,19,57,2,0
11/23/2019,34,,34,3,46,41,13,28,32,6,5,33,48,64,15,15,37,41,18,31,0,0
11/24/2019,33,,33,2,45,40,14,27,27,9,3,31,63,45,15,16,39,37,15,56,0,0
11/25/2019,32,,32,12,41,37,14,25,26,34,17,31,51,56,14,15,37,65,18,31,1,0
11/26/2019,33,,33,15,41,37,13,26,27,29,19,34,55,56,17,16,38,72,37,47,1,0
11/27/2019,35,,35,11,45,41,14,25,27,24,14,26,57,58,22,18,39,88,18,47,0,0
11/28/2019,45,,45,5,59,64,16,28,29,11,6,30,72,45,65,25,57,75,19,52,0,0
11/29/2019,52,,52,10,78,89,21,33,28,16,12,29,90,58,100,35,85,56,19,56,2,0
11/30/2019,40,,40,4,56,57,16,30,33,17,4,36,72,60,48,23,51,41,10,61,1,2
12/1/2019,35,,35,3,48,50,15,30,30,9,3,34,57,56,35,16,44,42,23,60,0,0
12/2/2019,37,,37,13,46,54,15,26,28,36,15,33,68,67,47,21,50,75,20,19,0,0
12/3/2019,30,,30,14,38,42,13,24,29,47,18,35,50,74,24,13,39,75,21,43,1,0
12/4/2019,28,,28,12,37,35,12,23,29,18,15,39,45,43,16,13,33,77,14,47,1,0
12/5/2019,30,,30,14,37,35,12,23,100,35,17,31,40,62,17,12,33,70,28,36,2,2
12/6/2019,30,,30,17,40,36,12,24,82,30,18,31,32,74,16,12,34,73,17,58,2,0
12/7/2019,30,,30,4,44,39,12,27,47,3,5,36,41,51,17,13,36,44,11,41,0,0
12/8/2019,30,,30,3,43,37,13,26,41,9,5,30,48,48,21,13,35,41,32,40,0,0
12/9/2019,28,,28,13,41,34,12,23,37,35,19,32,44,61,18,14,34,85,33,28,1,2
12/10/2019,28,,28,15,40,33,10,23,30,35,17,39,40,60,17,12,35,76,36,32,1,2
12/11/2019,29,,29,14,37,33,11,23,29,26,18,36,41,61,17,11,33,65,21,51,1,0
12/12/2019,28,,28,17,40,36,11,23,31,70,27,29,45,59,17,12,34,88,40,56,1,0
12/13/2019,29,,29,19,41,35,11,24,28,55,22,38,43,60,18,11,35,68,55,70,0,0
12/14/2019,31,,31,5,49,40,13,26,30,6,5,39,39,67,21,13,41,32,24,45,1,0
12/15/2019,31,,31,2,46,41,13,27,33,6,3,29,43,48,19,13,38,41,5,49,2,0
12/16/2019,30,,30,18,44,38,12,25,27,37,18,30,44,64,16,13,36,70,21,47,1,0
12/17/2019,30,,30,17,44,36,11,24,30,48,24,32,47,60,16,11,37,59,37,32,2,0
12/18/2019,28,,28,13,41,34,11,24,25,40,19,33,41,64,15,12,36,67,18,36,0,2
12/19/2019,27,,27,18,41,35,11,24,24,38,21,28,42,61,15,10,35,73,33,41,1,2
12/20/2019,31,,31,16,46,35,12,25,31,40,22,38,39,58,17,11,37,58,20,60,1,0
12/21/2019,31,,31,4,52,40,13,27,28,6,5,33,40,62,17,12,42,31,13,68,2,0
12/22/2019,33,,33,3,52,44,14,28,32,3,2,37,43,53,22,12,41,34,11,37,1,0
12/23/2019,32,,32,14,50,39,12,26,28,40,18,34,36,56,20,11,40,56,30,42,0,0
12/24/2019,35,,35,14,55,46,13,28,32,19,16,33,37,64,21,11,52,43,33,74,2,2
12/25/2019,48,,48,5,52,97,20,39,53,3,5,32,57,76,54,18,100,42,23,100,1,0
12/26/2019,42,,42,16,65,77,18,34,41,35,22,33,53,77,42,20,74,43,5,66,0,2
12/27/2019,36,,36,20,57,57,16,30,35,43,34,39,54,84,27,14,53,55,25,65,1,2
12/28/2019,33,,33,5,51,50,13,30,35,9,8,36,46,69,23,14,47,39,3,46,0,2
12/29/2019,33,,33,4,49,47,14,28,34,3,2,35,48,53,18,11,41,33,22,46,1,2
12/30/2019,31,,31,16,42,42,13,26,31,43,23,30,41,72,15,11,36,39,22,38,1,0
12/31/2019,29,,29,16,42,36,11,24,31,51,21,30,42,67,16,9,33,43,11,68,1,2
