date,healthcare,overlap,health coverage,health,nhs,spire healthcare,continuing healthcare,BMI healthcare,nursing home,AXA PPP,AXA health
2018-10-23,44.0,1.0,37.0,77.0,53.0,14.0,0.0,15.0,45.0,17.0,29.0
2018-10-24,48.0,1.0,49.0,74.0,53.0,14.0,9.0,9.0,47.0,26.0,30.0
2018-10-25,43.0,1.0,50.0,73.0,47.0,7.0,4.0,9.0,46.0,25.0,36.0
2018-10-26,42.0,1.0,52.0,64.0,48.0,14.0,15.0,25.0,40.0,15.0,12.0
2018-10-27,21.0,1.0,21.0,42.0,30.0,16.0,0.0,17.0,30.0,4.0,20.0
2018-10-28,21.0,1.0,37.0,44.0,35.0,11.0,0.0,0.0,26.0,10.0,19.0
2018-10-29,46.0,1.0,36.0,77.0,57.0,14.0,0.0,15.0,42.0,19.0,40.0
2018-10-30,49.0,1.0,56.0,76.0,53.0,7.0,5.0,9.0,44.0,24.0,6.0
2018-10-31,42.0,1.0,58.0,73.0,49.0,19.0,0.0,0.0,43.0,15.0,0.0
2018-11-01,47.0,1.0,73.0,76.0,54.0,16.0,20.0,0.0,44.0,24.0,31.0
2018-11-02,44.0,1.0,51.0,70.0,46.0,19.0,10.0,9.0,40.0,10.0,0.0
2018-11-03,23.0,1.0,27.0,44.0,32.0,0.0,0.0,0.0,30.0,24.0,14.0
2018-11-04,25.0,1.0,27.0,45.0,36.0,7.0,11.0,0.0,31.0,13.0,13.0
2018-11-05,49.0,1.0,48.0,82.0,57.0,4.0,4.0,59.0,45.0,44.0,11.0
2018-11-06,47.0,1.0,54.0,75.0,59.0,27.0,9.0,28.0,38.0,37.0,52.0
2018-11-07,45.0,1.0,37.0,75.0,52.0,14.0,9.0,6.0,45.0,40.0,34.0
2018-11-08,46.0,1.0,69.0,75.0,54.0,13.0,32.0,24.0,39.0,39.0,17.0
2018-11-09,39.0,1.0,59.0,70.0,47.0,11.0,9.0,18.0,43.0,19.0,62.0
2018-11-10,24.0,1.0,19.0,44.0,36.0,9.0,10.0,10.0,30.0,5.0,13.0
2018-11-11,22.0,1.0,31.0,45.0,35.0,0.0,6.0,17.0,29.0,5.0,7.0
2018-11-12,41.0,1.0,61.0,74.0,55.0,6.0,0.0,0.0,42.0,13.0,46.0
2018-11-13,48.0,1.0,52.0,77.0,56.0,7.0,9.0,21.0,45.0,7.0,6.0
2018-11-14,46.0,1.0,74.0,81.0,59.0,0.0,9.0,24.0,45.0,45.0,18.0
2018-11-15,47.0,1.0,67.0,74.0,58.0,11.0,4.0,7.0,41.0,29.0,43.0
2018-11-16,42.0,1.0,51.0,67.0,46.0,11.0,15.0,34.0,37.0,30.0,6.0
2018-11-17,23.0,1.0,26.0,44.0,33.0,8.0,0.0,18.0,30.0,10.0,7.0
2018-11-18,24.0,1.0,23.0,46.0,37.0,0.0,21.0,0.0,27.0,0.0,7.0
2018-11-19,44.0,1.0,50.0,74.0,58.0,10.0,33.0,31.0,39.0,21.0,18.0
2018-11-20,42.0,1.0,57.0,71.0,56.0,3.0,10.0,13.0,42.0,29.0,28.0
2018-11-21,36.0,1.0,53.0,64.0,56.0,0.0,9.0,16.0,38.0,18.0,19.0
2018-11-22,23.0,1.0,21.0,45.0,51.0,7.0,15.0,9.0,33.0,13.0,0.0
2018-11-23,21.0,1.0,15.0,46.0,44.0,0.0,20.0,0.0,34.0,22.0,12.0
2018-11-24,20.0,1.0,20.0,39.0,31.0,4.0,0.0,0.0,28.0,23.0,13.0
2018-11-25,23.0,1.0,40.0,43.0,34.0,16.0,0.0,7.0,27.0,5.0,0.0
2018-11-26,46.0,1.0,50.0,76.0,53.0,10.0,13.0,15.0,42.0,33.0,34.0
2018-11-27,47.0,1.0,69.0,74.0,53.0,7.0,18.0,6.0,50.0,41.0,23.0
2018-11-28,47.0,1.0,49.0,79.0,58.0,3.0,23.0,0.0,45.0,19.0,36.0
2018-11-29,46.0,1.0,67.0,75.0,55.0,21.0,19.0,9.0,49.0,27.0,11.0
2018-11-30,42.0,1.0,51.0,66.0,48.0,18.0,14.0,15.0,44.0,13.0,24.0
2018-12-01,27.0,1.0,37.0,45.0,33.0,0.0,0.0,7.0,36.0,4.0,19.0
2018-12-02,24.0,1.0,33.0,44.0,35.0,0.0,0.0,10.0,24.0,13.0,7.0
2018-12-03,46.0,1.0,77.0,75.0,56.0,4.0,18.0,24.0,43.0,20.0,30.0
2018-12-04,49.0,1.0,69.0,77.0,53.0,21.0,0.0,9.0,45.0,17.0,11.0
2018-12-05,45.0,1.0,63.0,77.0,56.0,3.0,5.0,33.0,48.0,28.0,35.0
2018-12-06,44.0,1.0,58.0,73.0,50.0,3.0,9.0,22.0,45.0,8.0,12.0
2018-12-07,40.0,1.0,47.0,64.0,47.0,3.0,9.0,9.0,42.0,22.0,13.0
2018-12-08,21.0,1.0,22.0,42.0,31.0,0.0,6.0,0.0,31.0,0.0,13.0
2018-12-09,25.0,1.0,54.0,44.0,35.0,12.0,100.0,0.0,30.0,10.0,13.0
2018-12-10,45.0,1.0,52.0,76.0,55.0,22.0,96.0,15.0,42.0,16.0,6.0
2018-12-11,47.0,1.0,66.0,74.0,51.0,4.0,57.0,9.0,44.0,35.0,18.0
2018-12-12,43.0,1.0,56.0,72.0,52.0,4.0,62.0,9.0,50.0,21.0,24.0
2018-12-13,45.0,1.0,74.0,73.0,47.0,3.0,24.0,9.0,43.0,16.0,6.0
2018-12-14,40.0,1.0,45.0,64.0,41.0,11.0,14.0,31.0,42.0,17.0,24.0
2018-12-15,30.0,1.0,41.0,46.0,32.0,9.0,23.0,0.0,36.0,35.0,21.0
2018-12-16,22.0,1.0,40.0,42.0,36.0,4.0,0.0,18.0,29.0,5.0,0.0
2018-12-17,41.0,1.0,38.0,69.0,49.0,7.0,22.0,8.0,54.0,31.0,17.0
2018-12-18,40.0,1.0,54.0,68.0,50.0,3.0,41.0,39.0,45.0,15.0,17.0
2018-12-19,40.0,1.0,75.0,66.0,51.0,0.0,24.0,21.0,45.0,39.0,13.0
2018-12-20,38.0,1.0,32.0,62.0,47.0,20.0,25.0,16.0,45.0,10.0,19.0
2018-12-21,35.0,1.0,26.0,55.0,42.0,0.0,16.0,7.0,43.0,8.0,7.0
2018-12-22,19.0,1.0,19.0,35.0,29.0,0.0,11.0,18.0,30.0,24.0,8.0
2018-12-23,16.0,1.0,23.0,35.0,31.0,4.0,22.0,11.0,28.0,9.0,0.0
2018-12-24,21.0,1.0,32.0,38.0,32.0,9.0,0.0,16.0,34.0,0.0,7.0
2018-12-25,13.0,1.0,16.0,29.0,20.0,0.0,0.0,8.0,24.0,6.0,7.0
2018-12-26,28.0,1.0,45.0,49.0,25.0,4.0,0.0,0.0,36.0,0.0,14.0
2018-12-27,34.0,1.0,37.0,58.0,41.0,0.0,20.0,14.0,40.0,37.0,26.0
2018-12-28,36.0,1.0,51.0,58.0,45.0,0.0,10.0,0.0,43.0,4.0,13.0
2018-12-29,20.0,1.0,30.0,41.0,34.0,9.0,6.0,11.0,34.0,0.0,14.0
2018-12-30,18.0,1.0,32.0,41.0,36.0,0.0,11.0,0.0,27.0,10.0,0.0
2018-12-31,29.0,1.0,28.0,55.0,40.0,4.0,39.0,26.0,37.0,0.0,14.0
2019-01-01,22.0,1.0,22.0,44.0,40.0,5.0,6.0,0.0,27.0,0.0,0.0
2019-01-02,43.0,1.0,53.0,73.0,58.0,7.0,10.0,23.0,44.0,21.0,25.0
2019-01-03,46.0,1.0,31.0,74.0,60.0,8.0,19.0,16.0,48.0,12.0,11.0
2019-01-04,46.0,1.0,34.0,70.0,55.0,18.0,34.0,0.0,44.0,22.0,6.0
2019-01-05,25.0,1.0,27.0,47.0,40.0,4.0,15.0,0.0,37.0,24.0,47.0
2019-01-06,23.0,1.0,25.0,45.0,46.0,8.0,15.0,27.0,30.0,14.0,20.0
2019-01-07,47.0,1.0,44.0,80.0,69.0,11.0,10.0,0.0,49.0,46.0,12.0
2019-01-08,47.0,1.0,30.0,77.0,60.0,0.0,18.0,9.0,47.0,29.0,41.0
2019-01-09,51.0,1.0,68.0,75.0,61.0,3.0,14.0,15.0,48.0,15.0,23.0
2019-01-10,47.0,1.0,63.0,80.0,56.0,3.0,19.0,13.0,51.0,16.0,35.0
2019-01-11,46.0,1.0,56.0,73.0,59.0,11.0,25.0,18.0,46.0,9.0,6.0
2019-01-12,22.0,1.0,37.0,47.0,38.0,8.0,0.0,0.0,31.0,4.0,20.0
2019-01-13,20.0,1.0,21.0,48.0,45.0,0.0,6.0,0.0,30.0,14.0,0.0
2019-01-14,45.0,1.0,33.0,81.0,62.0,3.0,5.0,6.0,46.0,51.0,18.0
2019-01-15,46.0,1.0,48.0,79.0,60.0,34.0,14.0,51.0,47.0,31.0,24.0
2019-01-16,46.0,1.0,45.0,78.0,61.0,11.0,9.0,15.0,50.0,25.0,24.0
2019-01-17,47.0,1.0,36.0,79.0,54.0,10.0,9.0,9.0,49.0,16.0,17.0
2019-01-18,42.0,1.0,30.0,71.0,57.0,0.0,25.0,16.0,46.0,28.0,12.0
2019-01-19,25.0,1.0,24.0,48.0,40.0,4.0,10.0,0.0,29.0,9.0,7.0
2019-01-20,21.0,1.0,27.0,47.0,38.0,4.0,15.0,0.0,27.0,4.0,7.0
2019-01-21,39.0,1.0,43.0,69.0,59.0,0.0,14.0,9.0,42.0,39.0,23.0
2019-01-22,47.0,1.0,52.0,79.0,55.0,11.0,15.0,24.0,49.0,39.0,40.0
2019-01-23,52.0,1.0,30.0,81.0,54.0,3.0,9.0,15.0,57.0,24.0,29.0
2019-01-24,50.0,1.0,53.0,82.0,57.0,25.0,23.0,21.0,59.0,24.0,41.0
2019-01-25,42.0,1.0,41.0,73.0,55.0,7.0,39.0,16.0,48.0,27.0,19.0
2019-01-26,25.0,1.0,59.0,48.0,39.0,8.0,10.0,0.0,30.0,0.0,0.0
2019-01-27,24.0,1.0,47.0,50.0,40.0,0.0,16.0,7.0,32.0,10.0,7.0
2019-01-28,49.0,,67.0,81.0,64.0,0.0,20.0,13.0,52.0,9.0,22.0
2019-01-29,49.0,,62.0,83.0,62.0,0.0,20.0,13.0,51.0,27.0,54.0
2019-01-30,50.0,,43.0,84.0,60.0,23.0,20.0,13.0,46.0,9.0,11.0
2019-01-31,47.0,,44.0,82.0,60.0,16.0,10.0,0.0,45.0,9.0,0.0
2019-02-01,46.0,,48.0,72.0,51.0,24.0,0.0,26.0,49.0,28.0,0.0
2019-02-02,25.0,,53.0,50.0,35.0,0.0,11.0,0.0,37.0,0.0,0.0
2019-02-03,27.0,,60.0,48.0,40.0,0.0,0.0,0.0,38.0,0.0,25.0
2019-02-04,47.0,,54.0,83.0,69.0,15.0,20.0,0.0,47.0,9.0,56.0
2019-02-05,49.0,,67.0,83.0,66.0,8.0,10.0,52.0,46.0,46.0,22.0
2019-02-06,47.0,,70.0,84.0,64.0,8.0,30.0,26.0,47.0,18.0,11.0
2019-02-07,47.0,,93.0,81.0,58.0,15.0,20.0,0.0,52.0,46.0,33.0
2019-02-08,46.0,,90.0,77.0,60.0,8.0,10.0,27.0,43.0,9.0,34.0
2019-02-09,27.0,,53.0,49.0,36.0,0.0,0.0,0.0,34.0,32.0,51.0
2019-02-10,28.0,,26.0,51.0,43.0,9.0,0.0,0.0,31.0,10.0,12.0
2019-02-11,49.0,,46.0,81.0,62.0,23.0,0.0,13.0,46.0,27.0,11.0
2019-02-12,48.0,,47.0,80.0,58.0,8.0,10.0,13.0,48.0,18.0,44.0
2019-02-13,47.0,,59.0,77.0,55.0,8.0,20.0,0.0,48.0,72.0,54.0
2019-02-14,40.0,,30.0,73.0,51.0,0.0,0.0,13.0,45.0,46.0,56.0
2019-02-15,44.0,,42.0,71.0,58.0,0.0,10.0,27.0,45.0,19.0,11.0
2019-02-16,25.0,,37.0,47.0,37.0,9.0,0.0,0.0,31.0,11.0,12.0
2019-02-17,24.0,,34.0,48.0,44.0,0.0,0.0,0.0,27.0,0.0,0.0
2019-02-18,38.0,,47.0,72.0,67.0,15.0,30.0,26.0,45.0,55.0,67.0
2019-02-19,48.0,,89.0,79.0,60.0,15.0,10.0,26.0,52.0,45.0,77.0
2019-02-20,45.0,,53.0,79.0,60.0,0.0,0.0,13.0,49.0,64.0,22.0
2019-02-21,47.0,,34.0,79.0,56.0,8.0,20.0,13.0,45.0,28.0,0.0
2019-02-22,44.0,,51.0,72.0,50.0,0.0,0.0,13.0,45.0,38.0,34.0
2019-02-23,26.0,,31.0,50.0,37.0,0.0,11.0,0.0,31.0,0.0,13.0
2019-02-24,22.0,,37.0,49.0,44.0,9.0,11.0,0.0,29.0,21.0,12.0
2019-02-25,46.0,,64.0,79.0,63.0,15.0,10.0,12.0,41.0,18.0,11.0
2019-02-26,48.0,,49.0,79.0,60.0,23.0,20.0,13.0,46.0,46.0,0.0
2019-02-27,48.0,,45.0,80.0,58.0,15.0,0.0,25.0,40.0,0.0,0.0
2019-02-28,47.0,,71.0,77.0,63.0,24.0,30.0,39.0,48.0,47.0,44.0
2019-03-01,41.0,,70.0,69.0,55.0,0.0,10.0,13.0,43.0,0.0,11.0
2019-03-02,25.0,,42.0,50.0,41.0,0.0,11.0,15.0,31.0,11.0,25.0
2019-03-03,25.0,,42.0,51.0,42.0,9.0,23.0,0.0,30.0,0.0,13.0
2019-03-04,48.0,,50.0,81.0,62.0,8.0,10.0,0.0,45.0,18.0,22.0
2019-03-05,54.0,,51.0,83.0,64.0,0.0,20.0,0.0,43.0,28.0,56.0
2019-03-06,50.0,,69.0,83.0,63.0,38.0,10.0,13.0,47.0,36.0,11.0
2019-03-07,48.0,,51.0,78.0,62.0,32.0,20.0,13.0,42.0,38.0,34.0
2019-03-08,41.0,,70.0,70.0,53.0,41.0,21.0,13.0,48.0,49.0,0.0
2019-03-09,25.0,,23.0,49.0,39.0,0.0,11.0,15.0,30.0,11.0,26.0
2019-03-10,25.0,,26.0,49.0,42.0,18.0,0.0,0.0,34.0,0.0,12.0
2019-03-11,48.0,,91.0,81.0,61.0,8.0,10.0,13.0,45.0,47.0,22.0
2019-03-12,47.0,,61.0,80.0,63.0,23.0,20.0,13.0,45.0,0.0,11.0
2019-03-13,45.0,,49.0,75.0,55.0,0.0,20.0,0.0,43.0,18.0,11.0
2019-03-14,44.0,,47.0,74.0,59.0,8.0,10.0,26.0,43.0,28.0,22.0
2019-03-15,38.0,,46.0,70.0,53.0,0.0,21.0,13.0,40.0,29.0,0.0
2019-03-16,25.0,,46.0,45.0,36.0,0.0,0.0,15.0,25.0,0.0,13.0
2019-03-17,21.0,,46.0,49.0,36.0,0.0,11.0,15.0,33.0,11.0,25.0
2019-03-18,47.0,,55.0,82.0,69.0,8.0,0.0,40.0,47.0,66.0,45.0
2019-03-19,45.0,,59.0,82.0,63.0,8.0,19.0,38.0,49.0,18.0,11.0
2019-03-20,48.0,,48.0,78.0,60.0,0.0,20.0,0.0,49.0,19.0,45.0
2019-03-21,43.0,,38.0,75.0,60.0,24.0,10.0,40.0,44.0,9.0,34.0
2019-03-22,44.0,,50.0,70.0,55.0,0.0,21.0,0.0,43.0,20.0,36.0
2019-03-23,24.0,,35.0,48.0,37.0,0.0,0.0,0.0,31.0,0.0,13.0
2019-03-24,23.0,,66.0,45.0,42.0,24.0,0.0,0.0,30.0,9.0,0.0
2019-03-25,44.0,,64.0,78.0,63.0,0.0,30.0,26.0,42.0,18.0,11.0
2019-03-26,48.0,,37.0,82.0,63.0,24.0,30.0,13.0,44.0,47.0,45.0
2019-03-27,50.0,,65.0,80.0,62.0,0.0,20.0,13.0,46.0,28.0,57.0
2019-03-28,44.0,,71.0,75.0,55.0,0.0,10.0,26.0,47.0,75.0,22.0
2019-03-29,41.0,,64.0,68.0,53.0,33.0,21.0,14.0,42.0,0.0,12.0
2019-03-30,25.0,,39.0,49.0,35.0,0.0,12.0,0.0,32.0,0.0,13.0
2019-03-31,27.0,,31.0,47.0,40.0,0.0,23.0,0.0,37.0,11.0,25.0
2019-04-01,45.0,,74.0,77.0,59.0,8.0,10.0,38.0,49.0,18.0,11.0
2019-04-02,51.0,,74.0,80.0,62.0,0.0,10.0,13.0,49.0,46.0,0.0
2019-04-03,49.0,,60.0,76.0,61.0,23.0,10.0,13.0,43.0,55.0,11.0
2019-04-04,48.0,,74.0,79.0,60.0,0.0,0.0,26.0,44.0,37.0,22.0
2019-04-05,42.0,,46.0,70.0,49.0,0.0,31.0,27.0,49.0,19.0,34.0
2019-04-06,22.0,1.0,53.0,45.0,35.0,4.0,0.0,0.0,30.0,0.0,20.0
2019-04-07,22.0,1.0,46.0,50.0,39.0,0.0,27.0,0.0,27.0,0.0,0.0
2019-04-08,51.0,1.0,69.0,79.0,59.0,4.0,15.0,0.0,43.0,41.0,12.0
2019-04-09,50.0,1.0,53.0,75.0,57.0,0.0,38.0,25.0,40.0,46.0,19.0
2019-04-10,45.0,1.0,66.0,77.0,54.0,6.0,19.0,0.0,43.0,62.0,12.0
2019-04-11,46.0,1.0,63.0,75.0,55.0,10.0,20.0,6.0,44.0,15.0,25.0
2019-04-12,41.0,1.0,48.0,67.0,51.0,0.0,10.0,7.0,44.0,23.0,6.0
2019-04-13,23.0,1.0,29.0,43.0,37.0,0.0,12.0,8.0,31.0,0.0,16.0
2019-04-14,22.0,1.0,50.0,44.0,39.0,4.0,6.0,7.0,33.0,0.0,6.0
2019-04-15,45.0,1.0,39.0,77.0,55.0,0.0,5.0,13.0,44.0,49.0,45.0
2019-04-16,48.0,1.0,75.0,75.0,58.0,14.0,10.0,7.0,45.0,31.0,38.0
2019-04-17,48.0,1.0,52.0,73.0,55.0,4.0,26.0,7.0,45.0,27.0,31.0
2019-04-18,46.0,1.0,61.0,72.0,52.0,0.0,11.0,14.0,43.0,18.0,19.0
2019-04-19,36.0,1.0,60.0,57.0,34.0,4.0,0.0,7.0,41.0,0.0,0.0
2019-04-20,22.0,1.0,25.0,40.0,34.0,0.0,6.0,0.0,30.0,8.0,8.0
2019-04-21,21.0,1.0,41.0,40.0,34.0,0.0,18.0,8.0,28.0,0.0,22.0
2019-04-22,40.0,1.0,48.0,68.0,39.0,7.0,10.0,34.0,40.0,16.0,31.0
2019-04-23,47.0,1.0,46.0,77.0,63.0,9.0,20.0,13.0,38.0,22.0,13.0
2019-04-24,47.0,1.0,49.0,75.0,64.0,2.0,0.0,20.0,43.0,32.0,32.0
2019-04-25,44.0,1.0,34.0,73.0,62.0,4.0,0.0,20.0,47.0,17.0,18.0
2019-04-26,40.0,1.0,53.0,68.0,54.0,11.0,26.0,14.0,39.0,30.0,26.0
2019-04-27,23.0,1.0,21.0,43.0,41.0,4.0,0.0,15.0,29.0,17.0,21.0
2019-04-28,23.0,1.0,41.0,46.0,43.0,7.0,5.0,7.0,29.0,35.0,20.0
2019-04-29,47.0,1.0,52.0,75.0,62.0,8.0,0.0,19.0,47.0,38.0,17.0
2019-04-30,50.0,1.0,52.0,78.0,64.0,2.0,15.0,26.0,48.0,22.0,56.0
2019-05-01,45.0,1.0,33.0,80.0,65.0,4.0,10.0,0.0,45.0,37.0,45.0
2019-05-02,45.0,1.0,70.0,76.0,58.0,5.0,39.0,13.0,41.0,39.0,43.0
2019-05-03,41.0,1.0,42.0,70.0,54.0,17.0,15.0,7.0,42.0,25.0,38.0
2019-05-04,23.0,1.0,21.0,44.0,36.0,7.0,17.0,7.0,28.0,7.0,0.0
2019-05-05,22.0,1.0,24.0,44.0,32.0,5.0,11.0,7.0,27.0,7.0,20.0
2019-05-06,44.0,1.0,58.0,72.0,40.0,0.0,5.0,19.0,42.0,11.0,19.0
2019-05-07,44.0,1.0,40.0,75.0,56.0,0.0,38.0,7.0,39.0,41.0,44.0
2019-05-08,45.0,1.0,55.0,74.0,60.0,4.0,10.0,20.0,42.0,56.0,55.0
2019-05-09,43.0,1.0,42.0,74.0,58.0,6.0,0.0,0.0,44.0,34.0,38.0
2019-05-10,37.0,1.0,31.0,66.0,53.0,16.0,20.0,7.0,40.0,33.0,62.0
2019-05-11,22.0,1.0,19.0,41.0,37.0,0.0,6.0,8.0,31.0,19.0,14.0
2019-05-12,21.0,1.0,40.0,41.0,37.0,0.0,11.0,0.0,28.0,12.0,28.0
2019-05-13,43.0,1.0,38.0,75.0,58.0,6.0,24.0,0.0,43.0,48.0,38.0
2019-05-14,43.0,1.0,47.0,78.0,59.0,10.0,15.0,26.0,43.0,15.0,43.0
2019-05-15,46.0,1.0,47.0,75.0,56.0,6.0,19.0,6.0,38.0,47.0,24.0
2019-05-16,44.0,1.0,52.0,73.0,56.0,18.0,25.0,0.0,42.0,32.0,12.0
2019-05-17,38.0,1.0,35.0,68.0,54.0,4.0,10.0,27.0,34.0,32.0,20.0
2019-05-18,21.0,1.0,23.0,43.0,39.0,15.0,11.0,15.0,34.0,10.0,13.0
2019-05-19,20.0,1.0,15.0,42.0,43.0,0.0,0.0,7.0,28.0,33.0,8.0
2019-05-20,41.0,1.0,31.0,71.0,62.0,6.0,20.0,32.0,41.0,21.0,24.0
2019-05-21,43.0,1.0,44.0,74.0,53.0,12.0,52.0,32.0,43.0,42.0,25.0
2019-05-22,41.0,1.0,45.0,73.0,62.0,6.0,10.0,13.0,39.0,25.0,24.0
2019-05-23,39.0,1.0,42.0,68.0,56.0,4.0,5.0,0.0,40.0,30.0,17.0
2019-05-24,35.0,1.0,54.0,63.0,53.0,8.0,10.0,13.0,37.0,17.0,51.0
