date,information technology,overlap,technology,information,computers,communication,MSCI,exchange-traded funds,artificial intelligence,information literacy,media communication
2017-08-17,53.0,1.0,85.0,76.0,65.0,69.0,25.0,0.0,39.0,15.0,24.0
2017-08-18,54.0,1.0,76.0,73.0,62.0,58.0,20.0,28.0,42.0,24.0,31.0
2017-08-19,46.0,1.0,54.0,55.0,58.0,45.0,6.0,0.0,37.0,20.0,12.0
2017-08-20,45.0,1.0,54.0,64.0,57.0,51.0,9.0,0.0,38.0,14.0,31.0
2017-08-21,56.0,1.0,78.0,72.0,72.0,62.0,15.0,31.0,48.0,16.0,31.0
2017-08-22,61.0,1.0,85.0,79.0,76.0,71.0,21.0,0.0,64.0,14.0,32.0
2017-08-23,52.0,1.0,84.0,76.0,76.0,71.0,18.0,0.0,52.0,36.0,22.0
2017-08-24,68.0,1.0,86.0,80.0,76.0,67.0,19.0,0.0,52.0,15.0,33.0
2017-08-25,62.0,1.0,74.0,73.0,73.0,58.0,16.0,0.0,40.0,13.0,49.0
2017-08-26,42.0,1.0,51.0,53.0,56.0,47.0,7.0,0.0,38.0,23.0,14.0
2017-08-27,42.0,1.0,49.0,58.0,57.0,46.0,10.0,0.0,34.0,17.0,61.0
2017-08-28,65.0,1.0,84.0,79.0,71.0,73.0,16.0,0.0,42.0,13.0,32.0
2017-08-29,58.0,1.0,88.0,83.0,75.0,69.0,26.0,27.0,46.0,30.0,36.0
2017-08-30,64.0,1.0,89.0,82.0,78.0,80.0,14.0,0.0,49.0,18.0,31.0
2017-08-31,54.0,1.0,85.0,77.0,78.0,67.0,17.0,0.0,47.0,30.0,33.0
2017-09-01,38.0,1.0,69.0,71.0,74.0,58.0,17.0,0.0,49.0,10.0,29.0
2017-09-02,36.0,1.0,51.0,54.0,61.0,42.0,7.0,0.0,33.0,20.0,27.0
2017-09-03,45.0,1.0,55.0,64.0,60.0,52.0,7.0,0.0,39.0,20.0,33.0
2017-09-04,56.0,1.0,76.0,72.0,69.0,65.0,14.0,0.0,76.0,8.0,48.0
2017-09-05,64.0,1.0,90.0,83.0,73.0,74.0,22.0,0.0,74.0,22.0,42.0
2017-09-06,69.0,1.0,92.0,90.0,79.0,85.0,22.0,0.0,69.0,34.0,37.0
2017-09-07,70.0,1.0,91.0,93.0,77.0,82.0,15.0,0.0,54.0,27.0,41.0
2017-09-08,57.0,,80.0,78.0,70.0,67.0,18.0,0.0,54.0,21.0,35.0
2017-09-09,42.0,,51.0,63.0,63.0,48.0,12.0,0.0,46.0,17.0,39.0
2017-09-10,47.0,,57.0,74.0,56.0,57.0,12.0,0.0,49.0,17.0,19.0
2017-09-11,61.0,,84.0,87.0,72.0,77.0,15.0,0.0,55.0,35.0,43.0
2017-09-12,74.0,,93.0,89.0,71.0,77.0,17.0,0.0,88.0,40.0,56.0
2017-09-13,72.0,,96.0,88.0,80.0,86.0,11.0,0.0,61.0,79.0,45.0
2017-09-14,70.0,,89.0,92.0,81.0,78.0,13.0,0.0,61.0,15.0,37.0
2017-09-15,74.0,,85.0,83.0,73.0,67.0,18.0,0.0,67.0,16.0,49.0
2017-09-16,42.0,,57.0,55.0,55.0,46.0,9.0,0.0,40.0,6.0,39.0
2017-09-17,43.0,,54.0,70.0,52.0,55.0,7.0,0.0,46.0,23.0,41.0
2017-09-18,67.0,,96.0,85.0,82.0,78.0,17.0,0.0,52.0,15.0,46.0
2017-09-19,64.0,,96.0,90.0,85.0,83.0,14.0,61.0,65.0,55.0,46.0
2017-09-20,65.0,,91.0,85.0,69.0,79.0,16.0,0.0,56.0,10.0,43.0
2017-09-21,53.0,,87.0,86.0,74.0,82.0,14.0,0.0,55.0,31.0,64.0
2017-09-22,67.0,,78.0,85.0,70.0,73.0,16.0,0.0,43.0,26.0,28.0
2017-09-23,34.0,,54.0,57.0,59.0,46.0,6.0,0.0,39.0,23.0,26.0
2017-09-24,52.0,,55.0,70.0,55.0,58.0,5.0,0.0,43.0,23.0,41.0
2017-09-25,67.0,,87.0,80.0,74.0,88.0,11.0,0.0,64.0,25.0,30.0
2017-09-26,72.0,,93.0,90.0,72.0,88.0,23.0,61.0,54.0,45.0,83.0
2017-09-27,52.0,,85.0,93.0,64.0,79.0,14.0,0.0,56.0,10.0,43.0
2017-09-28,57.0,,84.0,88.0,62.0,76.0,19.0,0.0,49.0,36.0,37.0
2017-09-29,54.0,,78.0,75.0,58.0,67.0,11.0,0.0,54.0,16.0,45.0
2017-09-30,38.0,,53.0,54.0,56.0,49.0,4.0,0.0,36.0,12.0,23.0
2017-10-01,42.0,,51.0,63.0,55.0,57.0,7.0,0.0,41.0,6.0,45.0
2017-10-02,68.0,,84.0,90.0,60.0,81.0,13.0,0.0,53.0,20.0,40.0
2017-10-03,72.0,,87.0,90.0,77.0,84.0,19.0,0.0,56.0,25.0,43.0
2017-10-04,62.0,,93.0,89.0,77.0,82.0,17.0,0.0,68.0,25.0,53.0
2017-10-05,78.0,,86.0,86.0,72.0,82.0,22.0,0.0,66.0,41.0,40.0
2017-10-06,51.0,,80.0,75.0,62.0,69.0,14.0,0.0,57.0,10.0,38.0
2017-10-07,35.0,,55.0,53.0,57.0,47.0,9.0,0.0,34.0,23.0,26.0
2017-10-08,47.0,,61.0,64.0,51.0,64.0,14.0,0.0,54.0,34.0,68.0
2017-10-09,71.0,,84.0,84.0,69.0,83.0,21.0,0.0,58.0,25.0,26.0
2017-10-10,75.0,,92.0,88.0,78.0,88.0,13.0,0.0,75.0,15.0,20.0
2017-10-11,71.0,,89.0,85.0,64.0,83.0,23.0,0.0,71.0,25.0,23.0
2017-10-12,59.0,,89.0,91.0,76.0,84.0,21.0,0.0,57.0,10.0,64.0
2017-10-13,62.0,,82.0,80.0,67.0,66.0,15.0,0.0,49.0,31.0,21.0
2017-10-14,40.0,,59.0,59.0,55.0,47.0,11.0,0.0,46.0,12.0,26.0
2017-10-15,57.0,,57.0,62.0,54.0,56.0,7.0,0.0,57.0,17.0,19.0
2017-10-16,63.0,,86.0,87.0,73.0,76.0,18.0,0.0,67.0,10.0,36.0
2017-10-17,51.0,,84.0,85.0,66.0,87.0,27.0,0.0,51.0,20.0,36.0
2017-10-18,76.0,,81.0,79.0,73.0,80.0,19.0,0.0,57.0,30.0,39.0
2017-10-19,60.0,,81.0,79.0,76.0,76.0,19.0,0.0,67.0,15.0,37.0
2017-10-20,58.0,,76.0,72.0,63.0,66.0,16.0,0.0,43.0,5.0,31.0
2017-10-21,43.0,,54.0,54.0,62.0,49.0,10.0,0.0,48.0,6.0,31.0
2017-10-22,36.0,,51.0,56.0,52.0,51.0,12.0,0.0,51.0,11.0,40.0
2017-10-23,65.0,,87.0,84.0,71.0,82.0,18.0,0.0,71.0,29.0,68.0
2017-10-24,71.0,,91.0,93.0,70.0,86.0,14.0,0.0,92.0,10.0,49.0
2017-10-25,71.0,,91.0,85.0,70.0,80.0,22.0,0.0,77.0,25.0,36.0
2017-10-26,72.0,,83.0,89.0,70.0,81.0,15.0,0.0,72.0,5.0,23.0
2017-10-27,62.0,,81.0,79.0,65.0,67.0,17.0,0.0,84.0,21.0,31.0
2017-10-28,35.0,,56.0,54.0,56.0,45.0,8.0,0.0,56.0,6.0,15.0
2017-10-29,52.0,,58.0,63.0,55.0,55.0,13.0,0.0,48.0,11.0,36.0
2017-10-30,52.0,,88.0,87.0,70.0,81.0,29.0,0.0,61.0,20.0,49.0
2017-10-31,65.0,,87.0,83.0,72.0,78.0,19.0,0.0,68.0,15.0,36.0
2017-11-01,69.0,,89.0,85.0,71.0,78.0,23.0,0.0,68.0,15.0,44.0
2017-11-02,63.0,,90.0,88.0,70.0,78.0,29.0,0.0,82.0,10.0,36.0
2017-11-03,63.0,,80.0,78.0,68.0,70.0,11.0,0.0,61.0,15.0,44.0
2017-11-04,45.0,,54.0,54.0,59.0,54.0,11.0,0.0,63.0,22.0,26.0
2017-11-05,57.0,,64.0,69.0,55.0,57.0,9.0,0.0,53.0,22.0,36.0
2017-11-06,73.0,,90.0,94.0,76.0,79.0,26.0,0.0,84.0,39.0,58.0
2017-11-07,79.0,,91.0,92.0,70.0,85.0,21.0,0.0,80.0,38.0,41.0
2017-11-08,64.0,,95.0,89.0,66.0,87.0,27.0,0.0,71.0,39.0,26.0
2017-11-09,72.0,,95.0,85.0,79.0,85.0,24.0,60.0,60.0,34.0,69.0
2017-11-10,55.0,,79.0,75.0,69.0,69.0,12.0,0.0,70.0,25.0,30.0
2017-11-11,42.0,,56.0,57.0,61.0,51.0,10.0,0.0,60.0,6.0,15.0
2017-11-12,47.0,,57.0,65.0,50.0,59.0,13.0,0.0,52.0,33.0,47.0
2017-11-13,63.0,,85.0,90.0,65.0,79.0,21.0,0.0,75.0,38.0,44.0
2017-11-14,59.0,,96.0,86.0,77.0,91.0,57.0,0.0,77.0,34.0,55.0
2017-11-15,76.0,1.0,96.0,93.0,78.0,81.0,32.0,0.0,64.0,50.0,66.0
2017-11-16,68.0,1.0,92.0,88.0,69.0,83.0,22.0,11.0,66.0,38.0,46.0
2017-11-17,57.0,1.0,78.0,83.0,70.0,71.0,24.0,0.0,60.0,25.0,47.0
2017-11-18,53.0,1.0,56.0,56.0,64.0,54.0,11.0,0.0,49.0,10.0,35.0
2017-11-19,49.0,1.0,56.0,64.0,63.0,58.0,14.0,0.0,68.0,30.0,25.0
2017-11-20,69.0,1.0,86.0,84.0,80.0,80.0,20.0,0.0,70.0,37.0,49.0
2017-11-21,59.0,1.0,86.0,85.0,76.0,84.0,18.0,0.0,72.0,60.0,60.0
2017-11-22,54.0,1.0,78.0,75.0,80.0,80.0,26.0,64.0,62.0,54.0,51.0
2017-11-23,57.0,1.0,68.0,67.0,77.0,64.0,17.0,0.0,51.0,50.0,34.0
2017-11-24,49.0,1.0,62.0,61.0,100.0,58.0,15.0,0.0,48.0,12.0,31.0
2017-11-25,36.0,1.0,56.0,53.0,76.0,45.0,10.0,0.0,45.0,16.0,28.0
2017-11-26,43.0,1.0,58.0,63.0,68.0,55.0,6.0,0.0,61.0,24.0,30.0
2017-11-27,68.0,1.0,88.0,86.0,99.0,81.0,18.0,0.0,63.0,52.0,51.0
2017-11-28,66.0,1.0,86.0,92.0,85.0,87.0,26.0,0.0,68.0,34.0,74.0
2017-11-29,62.0,1.0,89.0,90.0,77.0,85.0,23.0,0.0,67.0,43.0,36.0
2017-11-30,61.0,1.0,87.0,84.0,69.0,77.0,40.0,0.0,71.0,28.0,57.0
2017-12-01,48.0,1.0,80.0,77.0,71.0,65.0,24.0,43.0,65.0,33.0,49.0
2017-12-02,27.0,1.0,53.0,53.0,56.0,51.0,3.0,0.0,52.0,13.0,39.0
2017-12-03,39.0,1.0,57.0,62.0,59.0,59.0,11.0,0.0,70.0,24.0,48.0
2017-12-04,68.0,1.0,87.0,84.0,72.0,88.0,17.0,0.0,68.0,49.0,62.0
2017-12-05,67.0,1.0,91.0,88.0,80.0,87.0,16.0,0.0,72.0,41.0,54.0
2017-12-06,49.0,1.0,91.0,88.0,72.0,78.0,14.0,0.0,64.0,20.0,44.0
2017-12-07,58.0,1.0,84.0,87.0,77.0,85.0,21.0,0.0,58.0,19.0,57.0
2017-12-08,60.0,1.0,79.0,79.0,71.0,74.0,20.0,0.0,46.0,12.0,56.0
2017-12-09,47.0,1.0,57.0,58.0,60.0,50.0,11.0,0.0,50.0,3.0,36.0
2017-12-10,43.0,1.0,59.0,65.0,53.0,58.0,10.0,34.0,65.0,24.0,30.0
2017-12-11,62.0,1.0,83.0,86.0,79.0,73.0,24.0,0.0,61.0,37.0,34.0
2017-12-12,60.0,1.0,87.0,83.0,77.0,73.0,14.0,30.0,68.0,14.0,51.0
2017-12-13,68.0,1.0,85.0,83.0,70.0,74.0,19.0,0.0,63.0,16.0,36.0
2017-12-14,52.0,1.0,81.0,82.0,75.0,71.0,16.0,0.0,59.0,23.0,44.0
2017-12-15,50.0,1.0,76.0,69.0,72.0,63.0,12.0,0.0,56.0,30.0,25.0
2017-12-16,40.0,1.0,52.0,52.0,62.0,44.0,7.0,0.0,36.0,3.0,30.0
2017-12-17,46.0,1.0,55.0,52.0,58.0,46.0,12.0,0.0,47.0,12.0,32.0
2017-12-18,43.0,1.0,76.0,71.0,74.0,69.0,22.0,0.0,50.0,21.0,45.0
2017-12-19,51.0,1.0,77.0,74.0,76.0,69.0,15.0,0.0,53.0,11.0,31.0
2017-12-20,58.0,1.0,74.0,70.0,70.0,65.0,21.0,0.0,54.0,14.0,35.0
2017-12-21,44.0,1.0,71.0,67.0,72.0,58.0,15.0,0.0,59.0,6.0,24.0
2017-12-22,40.0,1.0,57.0,53.0,59.0,44.0,14.0,0.0,43.0,3.0,23.0
2017-12-23,32.0,1.0,39.0,44.0,59.0,30.0,4.0,0.0,47.0,13.0,19.0
2017-12-24,27.0,1.0,38.0,41.0,57.0,27.0,8.0,0.0,39.0,7.0,11.0
2017-12-25,34.0,1.0,44.0,40.0,60.0,32.0,9.0,0.0,54.0,0.0,11.0
2017-12-26,37.0,1.0,55.0,53.0,78.0,39.0,11.0,0.0,37.0,3.0,20.0
2017-12-27,44.0,1.0,61.0,54.0,75.0,50.0,16.0,0.0,42.0,3.0,49.0
2017-12-28,46.0,1.0,60.0,58.0,65.0,53.0,17.0,0.0,45.0,12.0,23.0
2017-12-29,29.0,1.0,56.0,53.0,60.0,50.0,13.0,12.0,39.0,0.0,15.0
2017-12-30,33.0,1.0,43.0,46.0,61.0,35.0,8.0,0.0,36.0,3.0,16.0
2017-12-31,27.0,1.0,38.0,46.0,47.0,28.0,11.0,0.0,43.0,7.0,11.0
2018-01-01,32.0,1.0,41.0,46.0,48.0,40.0,10.0,0.0,37.0,10.0,22.0
2018-01-02,47.0,1.0,72.0,69.0,56.0,58.0,26.0,0.0,56.0,11.0,26.0
2018-01-03,58.0,1.0,73.0,73.0,72.0,65.0,28.0,0.0,56.0,20.0,36.0
2018-01-04,55.0,1.0,78.0,76.0,74.0,62.0,26.0,0.0,61.0,8.0,25.0
2018-01-05,52.0,1.0,75.0,71.0,67.0,63.0,16.0,0.0,47.0,17.0,35.0
2018-01-06,44.0,1.0,55.0,54.0,63.0,48.0,13.0,0.0,42.0,15.0,15.0
2018-01-07,41.0,1.0,56.0,59.0,57.0,47.0,19.0,0.0,40.0,18.0,31.0
2018-01-08,62.0,1.0,88.0,82.0,68.0,74.0,22.0,0.0,57.0,34.0,58.0
2018-01-09,69.0,1.0,93.0,86.0,67.0,74.0,26.0,29.0,60.0,35.0,48.0
2018-01-10,59.0,1.0,90.0,84.0,70.0,69.0,23.0,0.0,71.0,35.0,49.0
2018-01-11,77.0,1.0,92.0,84.0,63.0,74.0,24.0,0.0,64.0,18.0,42.0
2018-01-12,62.0,1.0,80.0,76.0,66.0,69.0,20.0,0.0,58.0,16.0,33.0
2018-01-13,44.0,1.0,55.0,54.0,59.0,45.0,12.0,0.0,46.0,3.0,33.0
2018-01-14,40.0,1.0,53.0,55.0,55.0,45.0,13.0,0.0,53.0,26.0,36.0
2018-01-15,57.0,1.0,78.0,72.0,66.0,72.0,16.0,0.0,62.0,32.0,24.0
2018-01-16,58.0,1.0,89.0,82.0,75.0,79.0,26.0,0.0,76.0,27.0,46.0
2018-01-17,69.0,1.0,90.0,82.0,70.0,74.0,23.0,0.0,63.0,39.0,38.0
2018-01-18,62.0,1.0,93.0,87.0,68.0,80.0,22.0,11.0,98.0,16.0,41.0
2018-01-19,52.0,1.0,81.0,78.0,69.0,70.0,19.0,0.0,100.0,19.0,35.0
2018-01-20,38.0,1.0,55.0,54.0,61.0,48.0,14.0,0.0,91.0,15.0,22.0
2018-01-21,38.0,1.0,53.0,61.0,58.0,54.0,18.0,12.0,82.0,20.0,23.0
2018-01-22,71.0,1.0,88.0,88.0,73.0,79.0,22.0,0.0,77.0,28.0,59.0
2018-01-23,81.0,1.0,87.0,88.0,75.0,78.0,18.0,0.0,78.0,24.0,55.0
2018-01-24,69.0,1.0,91.0,88.0,74.0,77.0,26.0,0.0,72.0,30.0,38.0
2018-01-25,56.0,1.0,89.0,81.0,71.0,73.0,27.0,0.0,82.0,10.0,41.0
2018-01-26,50.0,1.0,74.0,74.0,71.0,63.0,20.0,0.0,74.0,12.0,55.0
2018-01-27,46.0,1.0,56.0,55.0,64.0,47.0,14.0,0.0,68.0,6.0,40.0
2018-01-28,56.0,1.0,59.0,67.0,57.0,55.0,12.0,0.0,67.0,23.0,39.0
2018-01-29,79.0,1.0,90.0,85.0,75.0,80.0,19.0,0.0,65.0,13.0,52.0
2018-01-30,60.0,1.0,89.0,90.0,72.0,85.0,18.0,29.0,74.0,29.0,48.0
2018-01-31,57.0,1.0,90.0,88.0,68.0,83.0,17.0,11.0,73.0,25.0,43.0
2018-02-01,74.0,1.0,87.0,90.0,75.0,79.0,23.0,0.0,77.0,7.0,44.0
2018-02-02,54.0,1.0,82.0,86.0,66.0,70.0,21.0,0.0,69.0,22.0,27.0
2018-02-03,53.0,1.0,58.0,59.0,64.0,48.0,10.0,0.0,60.0,6.0,26.0
2018-02-04,49.0,1.0,57.0,63.0,60.0,53.0,12.0,0.0,54.0,24.0,37.0
2018-02-05,74.0,1.0,89.0,85.0,74.0,80.0,29.0,0.0,60.0,30.0,59.0
2018-02-06,61.0,1.0,89.0,93.0,73.0,83.0,32.0,0.0,76.0,34.0,67.0
2018-02-07,74.0,1.0,89.0,92.0,77.0,78.0,26.0,0.0,61.0,40.0,29.0
2018-02-08,65.0,1.0,86.0,91.0,70.0,74.0,21.0,0.0,57.0,21.0,30.0
2018-02-09,51.0,1.0,78.0,82.0,70.0,68.0,24.0,0.0,61.0,24.0,29.0
2018-02-10,42.0,1.0,56.0,56.0,60.0,48.0,16.0,0.0,45.0,34.0,24.0
2018-02-11,42.0,1.0,53.0,63.0,52.0,56.0,13.0,0.0,51.0,15.0,40.0
2018-02-12,64.0,1.0,87.0,89.0,69.0,76.0,26.0,0.0,51.0,29.0,43.0
2018-02-13,59.0,1.0,87.0,87.0,69.0,82.0,29.0,41.0,60.0,11.0,55.0
2018-02-14,59.0,1.0,78.0,84.0,59.0,68.0,28.0,0.0,59.0,28.0,41.0
2018-02-15,62.0,1.0,85.0,89.0,70.0,74.0,24.0,0.0,62.0,24.0,53.0
2018-02-16,57.0,1.0,75.0,77.0,69.0,65.0,17.0,11.0,62.0,17.0,32.0
2018-02-17,37.0,1.0,52.0,57.0,55.0,47.0,16.0,0.0,52.0,17.0,36.0
2018-02-18,39.0,1.0,51.0,63.0,61.0,51.0,11.0,0.0,53.0,20.0,46.0
2018-02-19,68.0,1.0,78.0,84.0,66.0,79.0,15.0,0.0,56.0,21.0,32.0
2018-02-20,81.0,1.0,85.0,87.0,73.0,79.0,21.0,0.0,62.0,24.0,44.0
2018-02-21,66.0,1.0,88.0,91.0,77.0,78.0,18.0,0.0,71.0,15.0,45.0
2018-02-22,67.0,1.0,87.0,92.0,67.0,81.0,19.0,0.0,69.0,16.0,40.0
2018-02-23,59.0,1.0,81.0,80.0,72.0,71.0,14.0,0.0,59.0,8.0,33.0
2018-02-24,43.0,,54.0,57.0,54.0,48.0,8.0,0.0,45.0,13.0,58.0
2018-02-25,42.0,,58.0,69.0,52.0,57.0,15.0,0.0,49.0,25.0,33.0
2018-02-26,48.0,,93.0,89.0,64.0,83.0,20.0,0.0,48.0,17.0,29.0
2018-02-27,73.0,,87.0,97.0,69.0,74.0,24.0,0.0,67.0,39.0,36.0
2018-02-28,79.0,,92.0,98.0,66.0,74.0,33.0,0.0,60.0,50.0,40.0
2018-03-01,44.0,,80.0,92.0,65.0,75.0,16.0,0.0,61.0,11.0,51.0
2018-03-02,48.0,,70.0,79.0,69.0,65.0,13.0,0.0,52.0,0.0,35.0
2018-03-03,48.0,,55.0,61.0,69.0,42.0,11.0,0.0,46.0,0.0,33.0
2018-03-04,44.0,,56.0,65.0,51.0,55.0,12.0,0.0,48.0,32.0,16.0
2018-03-05,66.0,,89.0,89.0,67.0,77.0,18.0,21.0,54.0,22.0,40.0
2018-03-06,70.0,,90.0,94.0,71.0,81.0,13.0,0.0,53.0,33.0,62.0
2018-03-07,67.0,,92.0,94.0,62.0,79.0,20.0,0.0,59.0,11.0,55.0
2018-03-08,73.0,,90.0,85.0,67.0,77.0,16.0,22.0,67.0,23.0,58.0
2018-03-09,54.0,,79.0,76.0,73.0,69.0,19.0,0.0,62.0,41.0,42.0
2018-03-10,42.0,,58.0,62.0,58.0,47.0,12.0,0.0,51.0,13.0,17.0
2018-03-11,40.0,,54.0,61.0,45.0,53.0,13.0,0.0,43.0,19.0,66.0
2018-03-12,55.0,,82.0,83.0,68.0,79.0,21.0,0.0,71.0,28.0,35.0
2018-03-13,67.0,,86.0,93.0,61.0,81.0,23.0,0.0,59.0,33.0,47.0
2018-03-14,62.0,,88.0,86.0,64.0,75.0,14.0,0.0,65.0,22.0,62.0
2018-03-15,57.0,,82.0,86.0,65.0,80.0,28.0,0.0,51.0,6.0,37.0
2018-03-16,61.0,,78.0,78.0,65.0,67.0,21.0,0.0,47.0,6.0,30.0
2018-03-17,43.0,,59.0,59.0,52.0,51.0,10.0,25.0,34.0,6.0,38.0
2018-03-18,44.0,,55.0,58.0,50.0,54.0,8.0,0.0,49.0,19.0,29.0
2018-03-19,66.0,,88.0,88.0,68.0,71.0,16.0,0.0,60.0,11.0,59.0
