date,information technology,overlap,technology,information,computers,communication,MSCI,exchange-traded funds,artificial intelligence,information literacy,media communication
2018-10-23,53.0,1.0,85.0,90.0,59.0,79.0,32.0,0.0,75.0,24.0,64.0
2018-10-24,61.0,1.0,86.0,89.0,62.0,76.0,30.0,0.0,74.0,17.0,48.0
2018-10-25,56.0,1.0,81.0,86.0,60.0,75.0,25.0,0.0,85.0,17.0,51.0
2018-10-26,44.0,1.0,75.0,79.0,55.0,64.0,26.0,0.0,68.0,22.0,38.0
2018-10-27,37.0,1.0,50.0,56.0,50.0,47.0,12.0,7.0,64.0,5.0,19.0
2018-10-28,35.0,1.0,53.0,63.0,44.0,53.0,10.0,0.0,43.0,9.0,35.0
2018-10-29,63.0,1.0,84.0,89.0,65.0,79.0,24.0,6.0,74.0,25.0,56.0
2018-10-30,55.0,1.0,87.0,87.0,57.0,80.0,30.0,0.0,69.0,29.0,52.0
2018-10-31,62.0,1.0,82.0,84.0,54.0,73.0,31.0,0.0,75.0,19.0,40.0
2018-11-01,50.0,1.0,79.0,84.0,58.0,72.0,30.0,0.0,94.0,16.0,36.0
2018-11-02,49.0,1.0,73.0,78.0,54.0,64.0,33.0,0.0,72.0,14.0,51.0
2018-11-03,32.0,1.0,51.0,57.0,45.0,46.0,15.0,0.0,56.0,7.0,29.0
2018-11-04,38.0,1.0,52.0,63.0,50.0,51.0,10.0,0.0,59.0,14.0,35.0
2018-11-05,54.0,1.0,81.0,86.0,65.0,76.0,31.0,0.0,76.0,50.0,76.0
2018-11-06,52.0,1.0,76.0,89.0,60.0,71.0,25.0,0.0,61.0,38.0,48.0
2018-11-07,57.0,1.0,75.0,82.0,55.0,73.0,28.0,0.0,71.0,50.0,55.0
2018-11-08,45.0,1.0,78.0,80.0,61.0,70.0,27.0,0.0,58.0,27.0,48.0
2018-11-09,54.0,1.0,68.0,78.0,57.0,62.0,29.0,6.0,58.0,9.0,28.0
2018-11-10,42.0,1.0,52.0,55.0,46.0,45.0,11.0,0.0,65.0,12.0,28.0
2018-11-11,43.0,1.0,57.0,63.0,52.0,53.0,18.0,0.0,57.0,25.0,45.0
2018-11-12,67.0,1.0,84.0,83.0,64.0,73.0,22.0,6.0,69.0,42.0,76.0
2018-11-13,69.0,1.0,90.0,87.0,73.0,73.0,37.0,0.0,86.0,58.0,60.0
2018-11-14,68.0,1.0,83.0,90.0,64.0,81.0,58.0,0.0,87.0,53.0,53.0
2018-11-15,54.0,1.0,85.0,86.0,64.0,79.0,32.0,0.0,72.0,48.0,38.0
2018-11-16,51.0,1.0,74.0,79.0,58.0,70.0,23.0,0.0,72.0,20.0,54.0
2018-11-17,42.0,1.0,53.0,56.0,61.0,49.0,11.0,0.0,52.0,17.0,29.0
2018-11-18,45.0,1.0,55.0,65.0,47.0,57.0,21.0,7.0,72.0,31.0,47.0
2018-11-19,57.0,1.0,82.0,83.0,66.0,72.0,16.0,0.0,75.0,37.0,36.0
2018-11-20,60.0,1.0,78.0,79.0,64.0,75.0,36.0,0.0,79.0,42.0,48.0
2018-11-21,53.0,1.0,73.0,75.0,61.0,70.0,22.0,0.0,67.0,37.0,58.0
2018-11-22,44.0,1.0,66.0,68.0,64.0,59.0,28.0,7.0,67.0,33.0,28.0
2018-11-23,39.0,1.0,62.0,58.0,84.0,55.0,18.0,0.0,63.0,9.0,38.0
2018-11-24,37.0,1.0,51.0,52.0,63.0,49.0,8.0,0.0,49.0,9.0,21.0
2018-11-25,43.0,1.0,56.0,60.0,59.0,54.0,11.0,0.0,54.0,37.0,54.0
2018-11-26,59.0,1.0,84.0,85.0,83.0,76.0,25.0,0.0,78.0,31.0,66.0
2018-11-27,71.0,1.0,89.0,92.0,74.0,83.0,26.0,0.0,77.0,41.0,55.0
2018-11-28,66.0,1.0,87.0,90.0,69.0,77.0,21.0,0.0,71.0,37.0,55.0
2018-11-29,60.0,1.0,82.0,89.0,64.0,75.0,33.0,6.0,77.0,27.0,100.0
2018-11-30,50.0,1.0,77.0,83.0,62.0,74.0,39.0,0.0,74.0,13.0,50.0
2018-12-01,40.0,1.0,55.0,55.0,46.0,48.0,18.0,0.0,62.0,17.0,34.0
2018-12-02,39.0,1.0,55.0,62.0,58.0,58.0,14.0,0.0,69.0,16.0,36.0
2018-12-03,55.0,1.0,87.0,86.0,71.0,77.0,30.0,6.0,66.0,38.0,37.0
2018-12-04,55.0,1.0,86.0,89.0,65.0,75.0,25.0,0.0,80.0,15.0,57.0
2018-12-05,54.0,1.0,81.0,88.0,59.0,83.0,19.0,0.0,81.0,13.0,49.0
2018-12-06,65.0,1.0,85.0,89.0,64.0,77.0,35.0,7.0,73.0,19.0,40.0
2018-12-07,52.0,1.0,75.0,74.0,59.0,66.0,28.0,0.0,67.0,15.0,33.0
2018-12-08,42.0,1.0,50.0,57.0,48.0,48.0,12.0,0.0,74.0,7.0,18.0
2018-12-09,34.0,1.0,52.0,62.0,56.0,56.0,15.0,0.0,77.0,17.0,36.0
2018-12-10,47.0,1.0,81.0,84.0,63.0,76.0,23.0,0.0,70.0,19.0,64.0
2018-12-11,60.0,1.0,76.0,83.0,58.0,75.0,24.0,6.0,69.0,17.0,78.0
2018-12-12,48.0,1.0,81.0,81.0,69.0,77.0,25.0,0.0,64.0,26.0,42.0
2018-12-13,59.0,1.0,79.0,80.0,60.0,72.0,19.0,0.0,69.0,16.0,48.0
2018-12-14,60.0,1.0,72.0,72.0,51.0,58.0,22.0,0.0,66.0,17.0,58.0
2018-12-15,32.0,1.0,51.0,49.0,55.0,40.0,7.0,0.0,53.0,28.0,18.0
2018-12-16,26.0,1.0,48.0,51.0,47.0,49.0,14.0,0.0,53.0,5.0,55.0
2018-12-17,53.0,1.0,77.0,75.0,55.0,66.0,26.0,0.0,69.0,8.0,42.0
2018-12-18,57.0,1.0,73.0,77.0,62.0,62.0,22.0,0.0,82.0,16.0,28.0
2018-12-19,57.0,1.0,71.0,73.0,56.0,65.0,22.0,0.0,88.0,20.0,28.0
2018-12-20,49.0,1.0,64.0,70.0,55.0,61.0,32.0,0.0,63.0,2.0,40.0
2018-12-21,48.0,1.0,62.0,61.0,59.0,49.0,35.0,0.0,56.0,0.0,21.0
2018-12-22,29.0,1.0,43.0,47.0,49.0,33.0,16.0,0.0,51.0,7.0,25.0
2018-12-23,32.0,1.0,39.0,43.0,40.0,34.0,17.0,0.0,42.0,13.0,32.0
2018-12-24,32.0,1.0,43.0,44.0,45.0,39.0,17.0,0.0,46.0,15.0,38.0
2018-12-25,29.0,1.0,40.0,44.0,44.0,30.0,20.0,0.0,43.0,0.0,14.0
2018-12-26,42.0,1.0,54.0,51.0,64.0,38.0,21.0,0.0,48.0,7.0,19.0
2018-12-27,44.0,1.0,56.0,54.0,57.0,44.0,28.0,0.0,60.0,2.0,14.0
2018-12-28,41.0,1.0,57.0,55.0,52.0,40.0,26.0,0.0,65.0,7.0,17.0
2018-12-29,30.0,1.0,44.0,44.0,44.0,35.0,10.0,0.0,45.0,3.0,20.0
2018-12-30,28.0,1.0,43.0,47.0,44.0,33.0,11.0,0.0,43.0,3.0,26.0
2018-12-31,29.0,1.0,48.0,50.0,53.0,35.0,12.0,0.0,50.0,3.0,27.0
2019-01-01,31.0,1.0,42.0,51.0,45.0,38.0,17.0,0.0,46.0,8.0,20.0
2019-01-02,44.0,1.0,67.0,70.0,55.0,49.0,39.0,0.0,62.0,13.0,30.0
2019-01-03,46.0,1.0,68.0,73.0,50.0,59.0,33.0,0.0,62.0,15.0,37.0
2019-01-04,50.0,1.0,70.0,70.0,59.0,55.0,30.0,0.0,61.0,9.0,32.0
2019-01-05,42.0,1.0,53.0,56.0,45.0,41.0,14.0,0.0,58.0,12.0,18.0
2019-01-06,43.0,1.0,50.0,58.0,42.0,44.0,19.0,0.0,41.0,9.0,26.0
2019-01-07,57.0,1.0,73.0,76.0,62.0,65.0,30.0,0.0,69.0,25.0,52.0
2019-01-08,58.0,1.0,82.0,82.0,57.0,70.0,35.0,0.0,67.0,37.0,54.0
2019-01-09,58.0,1.0,80.0,88.0,59.0,65.0,36.0,0.0,72.0,13.0,62.0
2019-01-10,62.0,1.0,87.0,88.0,66.0,71.0,22.0,0.0,69.0,13.0,46.0
2019-01-11,49.0,1.0,75.0,82.0,56.0,60.0,25.0,0.0,68.0,11.0,47.0
2019-01-12,43.0,1.0,49.0,55.0,46.0,42.0,12.0,0.0,57.0,22.0,35.0
2019-01-13,31.0,1.0,53.0,61.0,53.0,47.0,13.0,0.0,63.0,23.0,27.0
2019-01-14,66.0,1.0,79.0,82.0,52.0,71.0,26.0,12.0,82.0,27.0,46.0
2019-01-15,51.0,1.0,79.0,86.0,59.0,70.0,26.0,0.0,82.0,37.0,44.0
2019-01-16,53.0,1.0,86.0,87.0,55.0,74.0,29.0,12.0,70.0,32.0,38.0
2019-01-17,72.0,1.0,87.0,87.0,56.0,76.0,29.0,6.0,71.0,19.0,66.0
2019-01-18,52.0,1.0,77.0,80.0,51.0,62.0,30.0,0.0,74.0,26.0,46.0
2019-01-19,43.0,1.0,51.0,54.0,45.0,44.0,12.0,0.0,59.0,9.0,25.0
2019-01-20,53.0,1.0,55.0,67.0,50.0,45.0,16.0,0.0,60.0,25.0,30.0
2019-01-21,52.0,1.0,79.0,73.0,54.0,74.0,22.0,6.0,83.0,19.0,59.0
2019-01-22,47.0,1.0,85.0,86.0,60.0,76.0,33.0,0.0,79.0,10.0,53.0
2019-01-23,62.0,1.0,87.0,90.0,57.0,78.0,34.0,0.0,82.0,27.0,55.0
2019-01-24,56.0,1.0,82.0,88.0,59.0,71.0,34.0,6.0,71.0,20.0,54.0
2019-01-25,48.0,1.0,73.0,75.0,59.0,60.0,28.0,6.0,63.0,9.0,34.0
2019-01-26,36.0,1.0,49.0,55.0,43.0,41.0,16.0,0.0,57.0,24.0,30.0
2019-01-27,38.0,1.0,58.0,62.0,51.0,49.0,22.0,0.0,42.0,5.0,17.0
2019-01-28,46.0,,83.0,88.0,64.0,70.0,33.0,0.0,80.0,8.0,35.0
2019-01-29,65.0,,87.0,87.0,62.0,81.0,25.0,0.0,77.0,8.0,62.0
2019-01-30,66.0,,94.0,96.0,68.0,76.0,27.0,0.0,83.0,21.0,83.0
2019-01-31,70.0,,87.0,91.0,57.0,79.0,38.0,0.0,71.0,37.0,60.0
2019-02-01,75.0,,80.0,80.0,52.0,67.0,36.0,0.0,81.0,33.0,33.0
2019-02-02,41.0,,56.0,60.0,46.0,45.0,18.0,0.0,59.0,0.0,27.0
2019-02-03,46.0,,55.0,65.0,47.0,50.0,14.0,13.0,67.0,9.0,26.0
2019-02-04,62.0,,80.0,94.0,62.0,82.0,34.0,0.0,70.0,24.0,12.0
2019-02-05,69.0,,87.0,87.0,58.0,80.0,38.0,0.0,64.0,24.0,51.0
2019-02-06,53.0,,86.0,90.0,65.0,73.0,30.0,0.0,80.0,4.0,51.0
2019-02-07,70.0,,82.0,92.0,59.0,73.0,33.0,0.0,77.0,40.0,63.0
2019-02-08,59.0,,77.0,82.0,56.0,68.0,43.0,0.0,77.0,17.0,45.0
2019-02-09,36.0,,52.0,59.0,44.0,50.0,24.0,0.0,63.0,9.0,31.0
2019-02-10,42.0,,56.0,68.0,48.0,50.0,14.0,0.0,66.0,9.0,62.0
2019-02-11,64.0,,86.0,93.0,60.0,79.0,39.0,0.0,61.0,15.0,54.0
2019-02-12,59.0,,84.0,91.0,59.0,75.0,26.0,0.0,80.0,27.0,39.0
2019-02-13,59.0,,82.0,88.0,63.0,74.0,37.0,0.0,78.0,15.0,15.0
2019-02-14,69.0,,84.0,93.0,62.0,75.0,40.0,12.0,83.0,0.0,28.0
2019-02-15,48.0,,75.0,79.0,54.0,67.0,24.0,0.0,84.0,13.0,45.0
2019-02-16,55.0,,50.0,61.0,45.0,44.0,14.0,0.0,61.0,14.0,27.0
2019-02-17,38.0,,58.0,69.0,52.0,53.0,12.0,0.0,54.0,4.0,41.0
2019-02-18,50.0,,85.0,85.0,55.0,74.0,24.0,0.0,92.0,33.0,32.0
2019-02-19,73.0,,86.0,95.0,61.0,73.0,29.0,0.0,72.0,16.0,59.0
2019-02-20,65.0,,91.0,93.0,63.0,74.0,45.0,0.0,90.0,12.0,51.0
2019-02-21,57.0,,87.0,90.0,66.0,76.0,32.0,0.0,80.0,12.0,43.0
2019-02-22,56.0,,82.0,85.0,60.0,76.0,23.0,0.0,81.0,21.0,58.0
2019-02-23,41.0,,55.0,63.0,47.0,50.0,10.0,0.0,63.0,4.0,31.0
2019-02-24,39.0,,57.0,65.0,48.0,52.0,28.0,0.0,50.0,18.0,31.0
2019-02-25,63.0,,83.0,93.0,59.0,75.0,34.0,0.0,59.0,47.0,57.0
2019-02-26,68.0,,89.0,94.0,53.0,75.0,28.0,0.0,84.0,15.0,50.0
2019-02-27,72.0,,86.0,95.0,52.0,73.0,38.0,0.0,84.0,20.0,58.0
2019-02-28,73.0,,84.0,94.0,65.0,78.0,32.0,0.0,62.0,16.0,51.0
2019-03-01,70.0,,80.0,85.0,64.0,65.0,53.0,0.0,67.0,9.0,45.0
2019-03-02,40.0,,53.0,60.0,52.0,43.0,16.0,0.0,64.0,0.0,18.0
2019-03-03,50.0,,60.0,64.0,47.0,51.0,26.0,0.0,58.0,19.0,36.0
2019-03-04,62.0,,83.0,90.0,56.0,74.0,37.0,0.0,86.0,25.0,52.0
2019-03-05,72.0,,90.0,100.0,65.0,77.0,25.0,0.0,87.0,12.0,56.0
2019-03-06,73.0,,87.0,91.0,53.0,76.0,43.0,11.0,63.0,0.0,46.0
2019-03-07,55.0,,86.0,94.0,65.0,73.0,32.0,0.0,82.0,12.0,60.0
2019-03-08,49.0,,82.0,83.0,59.0,64.0,28.0,13.0,68.0,13.0,42.0
2019-03-09,27.0,,53.0,59.0,49.0,47.0,14.0,0.0,56.0,0.0,46.0
2019-03-10,38.0,,51.0,66.0,38.0,50.0,21.0,0.0,45.0,22.0,22.0
2019-03-11,70.0,,85.0,90.0,54.0,70.0,33.0,0.0,92.0,16.0,40.0
2019-03-12,55.0,,87.0,98.0,57.0,76.0,30.0,0.0,92.0,24.0,58.0
2019-03-13,64.0,,85.0,85.0,55.0,76.0,33.0,0.0,67.0,20.0,35.0
2019-03-14,69.0,,82.0,87.0,54.0,78.0,29.0,0.0,72.0,16.0,56.0
2019-03-15,56.0,,75.0,76.0,58.0,67.0,25.0,0.0,70.0,0.0,41.0
2019-03-16,48.0,,55.0,56.0,48.0,49.0,18.0,0.0,56.0,0.0,32.0
2019-03-17,49.0,,57.0,61.0,44.0,55.0,9.0,0.0,55.0,4.0,63.0
2019-03-18,56.0,,80.0,86.0,52.0,76.0,20.0,0.0,86.0,16.0,40.0
2019-03-19,58.0,,86.0,89.0,57.0,76.0,35.0,0.0,73.0,15.0,49.0
2019-03-20,49.0,,82.0,84.0,55.0,70.0,21.0,0.0,86.0,28.0,48.0
2019-03-21,59.0,,78.0,87.0,54.0,67.0,34.0,0.0,77.0,16.0,33.0
2019-03-22,42.0,,76.0,77.0,53.0,60.0,39.0,0.0,68.0,21.0,17.0
2019-03-23,39.0,,54.0,54.0,44.0,48.0,12.0,0.0,55.0,14.0,32.0
2019-03-24,44.0,,57.0,63.0,47.0,60.0,17.0,0.0,80.0,13.0,33.0
2019-03-25,61.0,,82.0,89.0,57.0,84.0,30.0,0.0,81.0,16.0,60.0
2019-03-26,66.0,,88.0,91.0,59.0,79.0,26.0,0.0,82.0,12.0,60.0
2019-03-27,54.0,,83.0,83.0,53.0,78.0,22.0,0.0,94.0,12.0,56.0
2019-03-28,56.0,,85.0,86.0,56.0,77.0,36.0,0.0,72.0,16.0,37.0
2019-03-29,53.0,,80.0,74.0,52.0,70.0,21.0,0.0,76.0,17.0,42.0
2019-03-30,29.0,,55.0,47.0,44.0,52.0,8.0,0.0,81.0,28.0,33.0
2019-03-31,44.0,,59.0,56.0,46.0,52.0,14.0,0.0,54.0,9.0,32.0
2019-04-01,53.0,,83.0,81.0,58.0,79.0,27.0,0.0,90.0,4.0,47.0
2019-04-02,73.0,,85.0,84.0,58.0,76.0,34.0,0.0,82.0,28.0,59.0
2019-04-03,58.0,,83.0,77.0,52.0,70.0,29.0,0.0,58.0,8.0,55.0
2019-04-04,55.0,,77.0,81.0,51.0,76.0,45.0,0.0,73.0,36.0,51.0
2019-04-05,62.0,,73.0,72.0,54.0,62.0,33.0,0.0,74.0,13.0,41.0
2019-04-06,39.0,1.0,50.0,51.0,37.0,41.0,14.0,0.0,45.0,12.0,16.0
2019-04-07,32.0,1.0,55.0,55.0,44.0,51.0,14.0,0.0,59.0,9.0,43.0
2019-04-08,62.0,1.0,82.0,80.0,58.0,73.0,28.0,0.0,80.0,25.0,64.0
2019-04-09,51.0,1.0,79.0,79.0,57.0,70.0,24.0,0.0,80.0,9.0,33.0
2019-04-10,53.0,1.0,82.0,79.0,53.0,69.0,31.0,0.0,64.0,12.0,55.0
2019-04-11,65.0,1.0,79.0,80.0,62.0,71.0,38.0,0.0,75.0,27.0,38.0
2019-04-12,47.0,1.0,73.0,71.0,48.0,59.0,21.0,0.0,52.0,18.0,52.0
2019-04-13,39.0,1.0,50.0,49.0,43.0,36.0,15.0,0.0,52.0,24.0,31.0
2019-04-14,38.0,1.0,51.0,53.0,42.0,47.0,14.0,0.0,57.0,3.0,36.0
2019-04-15,52.0,1.0,79.0,77.0,53.0,66.0,28.0,0.0,71.0,21.0,59.0
2019-04-16,53.0,1.0,77.0,75.0,54.0,69.0,32.0,6.0,75.0,14.0,59.0
2019-04-17,58.0,1.0,79.0,78.0,49.0,62.0,38.0,0.0,67.0,12.0,41.0
2019-04-18,36.0,1.0,75.0,70.0,44.0,64.0,39.0,0.0,72.0,12.0,51.0
2019-04-19,41.0,1.0,64.0,56.0,51.0,51.0,22.0,0.0,55.0,5.0,32.0
2019-04-20,39.0,1.0,51.0,46.0,41.0,37.0,16.0,0.0,56.0,13.0,41.0
2019-04-21,41.0,1.0,51.0,45.0,37.0,43.0,14.0,0.0,74.0,8.0,35.0
2019-04-22,54.0,1.0,73.0,70.0,55.0,58.0,23.0,0.0,64.0,27.0,51.0
2019-04-23,54.0,1.0,81.0,77.0,49.0,69.0,32.0,0.0,74.0,18.0,39.0
2019-04-24,63.0,1.0,80.0,78.0,57.0,73.0,30.0,6.0,69.0,11.0,49.0
2019-04-25,57.0,1.0,85.0,78.0,56.0,66.0,27.0,0.0,77.0,11.0,35.0
2019-04-26,60.0,1.0,77.0,68.0,52.0,59.0,31.0,0.0,75.0,10.0,35.0
2019-04-27,43.0,1.0,55.0,51.0,42.0,44.0,13.0,0.0,60.0,13.0,22.0
2019-04-28,41.0,1.0,56.0,54.0,36.0,46.0,17.0,0.0,58.0,5.0,28.0
2019-04-29,67.0,1.0,82.0,76.0,54.0,67.0,28.0,6.0,56.0,24.0,47.0
2019-04-30,58.0,1.0,86.0,78.0,57.0,69.0,27.0,6.0,75.0,3.0,40.0
2019-05-01,52.0,1.0,73.0,76.0,52.0,59.0,22.0,0.0,69.0,14.0,48.0
2019-05-02,61.0,1.0,91.0,78.0,54.0,67.0,39.0,0.0,78.0,16.0,33.0
2019-05-03,59.0,1.0,79.0,74.0,50.0,63.0,36.0,6.0,74.0,14.0,41.0
2019-05-04,37.0,1.0,53.0,51.0,44.0,44.0,18.0,0.0,53.0,10.0,35.0
2019-05-05,54.0,1.0,56.0,49.0,44.0,46.0,25.0,0.0,65.0,7.0,25.0
2019-05-06,50.0,1.0,81.0,70.0,51.0,63.0,35.0,6.0,70.0,6.0,57.0
2019-05-07,63.0,1.0,88.0,80.0,52.0,71.0,32.0,0.0,60.0,16.0,39.0
2019-05-08,64.0,1.0,85.0,80.0,49.0,67.0,33.0,0.0,80.0,7.0,41.0
2019-05-09,65.0,1.0,87.0,80.0,50.0,69.0,33.0,6.0,82.0,16.0,32.0
2019-05-10,44.0,1.0,80.0,72.0,45.0,63.0,36.0,0.0,64.0,3.0,41.0
2019-05-11,36.0,1.0,55.0,48.0,45.0,44.0,12.0,0.0,55.0,16.0,24.0
2019-05-12,46.0,1.0,54.0,52.0,33.0,43.0,15.0,0.0,59.0,3.0,20.0
2019-05-13,51.0,1.0,79.0,77.0,55.0,67.0,42.0,0.0,73.0,21.0,51.0
2019-05-14,59.0,1.0,88.0,81.0,56.0,71.0,72.0,0.0,85.0,14.0,51.0
2019-05-15,62.0,1.0,84.0,82.0,46.0,73.0,45.0,0.0,70.0,12.0,31.0
2019-05-16,69.0,1.0,87.0,83.0,57.0,73.0,30.0,0.0,73.0,33.0,46.0
2019-05-17,52.0,1.0,75.0,69.0,52.0,59.0,28.0,0.0,68.0,5.0,41.0
2019-05-18,32.0,1.0,52.0,46.0,39.0,42.0,20.0,0.0,67.0,11.0,40.0
2019-05-19,39.0,1.0,56.0,50.0,42.0,45.0,17.0,0.0,64.0,8.0,24.0
2019-05-20,57.0,1.0,80.0,73.0,52.0,64.0,27.0,0.0,80.0,20.0,52.0
2019-05-21,65.0,1.0,82.0,75.0,56.0,70.0,40.0,6.0,71.0,9.0,51.0
2019-05-22,52.0,1.0,84.0,75.0,55.0,63.0,36.0,0.0,71.0,14.0,49.0
2019-05-23,57.0,1.0,77.0,70.0,46.0,60.0,33.0,0.0,61.0,18.0,36.0
2019-05-24,60.0,1.0,76.0,66.0,56.0,58.0,30.0,0.0,72.0,13.0,29.0
2019-05-25,40.0,1.0,53.0,49.0,37.0,41.0,13.0,0.0,53.0,3.0,11.0
