date,information technology,overlap,technology,information,computers,communication,MSCI,exchange-traded funds,artificial intelligence,information literacy,media communication
2019-05-26,34.0,1.0,51.0,48.0,42.0,41.0,15.0,0.0,80.0,8.0,27.0
2019-05-27,56.0,1.0,68.0,57.0,50.0,56.0,37.0,0.0,54.0,6.0,21.0
2019-05-28,56.0,1.0,79.0,74.0,53.0,63.0,65.0,0.0,67.0,16.0,27.0
2019-05-29,53.0,1.0,84.0,76.0,55.0,62.0,40.0,6.0,75.0,19.0,53.0
2019-05-30,64.0,1.0,78.0,70.0,53.0,57.0,31.0,6.0,68.0,23.0,41.0
2019-05-31,49.0,1.0,73.0,65.0,44.0,52.0,25.0,0.0,55.0,13.0,40.0
2019-06-01,34.0,1.0,53.0,53.0,42.0,43.0,12.0,0.0,50.0,10.0,34.0
2019-06-02,35.0,1.0,53.0,52.0,38.0,43.0,13.0,0.0,58.0,20.0,27.0
2019-06-03,59.0,1.0,77.0,72.0,52.0,67.0,35.0,0.0,78.0,49.0,46.0
2019-06-04,63.0,1.0,80.0,73.0,53.0,65.0,26.0,0.0,69.0,53.0,40.0
2019-06-05,53.0,1.0,79.0,74.0,49.0,63.0,30.0,0.0,67.0,68.0,43.0
2019-06-06,51.0,1.0,82.0,73.0,51.0,67.0,36.0,0.0,67.0,25.0,27.0
2019-06-07,57.0,1.0,72.0,66.0,47.0,56.0,29.0,0.0,62.0,23.0,26.0
2019-06-08,36.0,1.0,54.0,53.0,44.0,43.0,16.0,0.0,68.0,31.0,39.0
2019-06-09,47.0,1.0,56.0,55.0,42.0,46.0,8.0,13.0,57.0,52.0,40.0
2019-06-10,64.0,1.0,78.0,72.0,48.0,64.0,26.0,0.0,80.0,46.0,64.0
2019-06-11,49.0,1.0,85.0,77.0,52.0,67.0,32.0,0.0,75.0,27.0,33.0
2019-06-12,62.0,1.0,80.0,77.0,53.0,75.0,30.0,0.0,82.0,55.0,82.0
2019-06-13,62.0,1.0,82.0,75.0,58.0,70.0,34.0,0.0,76.0,59.0,33.0
2019-06-14,57.0,1.0,75.0,69.0,50.0,60.0,18.0,0.0,58.0,46.0,31.0
2019-06-15,34.0,1.0,53.0,51.0,44.0,43.0,20.0,7.0,52.0,30.0,33.0
2019-06-16,52.0,1.0,50.0,53.0,48.0,49.0,16.0,0.0,52.0,46.0,24.0
2019-06-17,71.0,1.0,85.0,77.0,51.0,71.0,31.0,0.0,79.0,49.0,52.0
2019-06-18,60.0,1.0,85.0,76.0,59.0,77.0,27.0,0.0,70.0,72.0,56.0
2019-06-19,64.0,1.0,85.0,80.0,56.0,74.0,30.0,0.0,85.0,58.0,50.0
2019-06-20,69.0,1.0,81.0,78.0,56.0,69.0,33.0,0.0,74.0,51.0,38.0
2019-06-21,50.0,1.0,79.0,71.0,55.0,57.0,32.0,0.0,86.0,36.0,36.0
2019-06-22,45.0,1.0,56.0,55.0,47.0,41.0,13.0,0.0,53.0,32.0,18.0
2019-06-23,42.0,1.0,62.0,59.0,44.0,46.0,12.0,0.0,67.0,29.0,28.0
2019-06-24,63.0,1.0,84.0,76.0,57.0,67.0,23.0,0.0,62.0,46.0,33.0
2019-06-25,62.0,1.0,82.0,77.0,57.0,71.0,33.0,0.0,69.0,49.0,58.0
2019-06-26,64.0,1.0,85.0,76.0,54.0,68.0,24.0,0.0,66.0,59.0,43.0
2019-06-27,62.0,1.0,84.0,77.0,49.0,64.0,29.0,0.0,76.0,35.0,47.0
2019-06-28,56.0,1.0,75.0,67.0,49.0,56.0,25.0,0.0,67.0,9.0,35.0
2019-06-29,39.0,1.0,58.0,53.0,45.0,42.0,12.0,0.0,52.0,24.0,25.0
2019-06-30,43.0,1.0,57.0,58.0,43.0,45.0,9.0,13.0,54.0,46.0,16.0
2019-07-01,59.0,1.0,75.0,72.0,54.0,59.0,27.0,0.0,60.0,36.0,32.0
2019-07-02,55.0,1.0,76.0,70.0,51.0,63.0,28.0,0.0,71.0,52.0,29.0
2019-07-03,55.0,1.0,83.0,72.0,46.0,68.0,27.0,0.0,73.0,52.0,25.0
2019-07-04,51.0,1.0,73.0,67.0,46.0,58.0,20.0,0.0,66.0,43.0,38.0
2019-07-05,51.0,1.0,71.0,64.0,53.0,47.0,32.0,0.0,76.0,23.0,34.0
2019-07-06,35.0,1.0,56.0,54.0,40.0,39.0,8.0,0.0,58.0,18.0,34.0
2019-07-07,47.0,1.0,55.0,58.0,45.0,44.0,17.0,0.0,58.0,28.0,51.0
2019-07-08,54.0,1.0,83.0,74.0,47.0,66.0,37.0,0.0,67.0,19.0,41.0
2019-07-09,56.0,1.0,84.0,76.0,57.0,62.0,33.0,0.0,84.0,39.0,39.0
2019-07-10,61.0,1.0,82.0,76.0,54.0,57.0,35.0,0.0,59.0,21.0,32.0
2019-07-11,63.0,1.0,83.0,74.0,54.0,59.0,29.0,0.0,71.0,39.0,22.0
2019-07-12,55.0,1.0,75.0,69.0,48.0,48.0,22.0,0.0,72.0,14.0,41.0
2019-07-13,45.0,1.0,63.0,53.0,45.0,41.0,16.0,7.0,60.0,18.0,18.0
2019-07-14,51.0,1.0,54.0,59.0,45.0,42.0,15.0,0.0,64.0,22.0,44.0
2019-07-15,54.0,1.0,81.0,78.0,60.0,59.0,38.0,0.0,65.0,41.0,46.0
2019-07-16,74.0,,87.0,75.0,57.0,63.0,36.0,0.0,76.0,21.0,38.0
2019-07-17,43.0,,85.0,74.0,57.0,64.0,36.0,0.0,60.0,31.0,26.0
2019-07-18,65.0,,86.0,72.0,60.0,59.0,30.0,0.0,79.0,21.0,18.0
2019-07-19,57.0,,69.0,65.0,53.0,55.0,25.0,0.0,61.0,22.0,29.0
2019-07-20,34.0,,55.0,49.0,49.0,39.0,11.0,0.0,67.0,0.0,20.0
2019-07-21,41.0,,58.0,57.0,39.0,42.0,20.0,0.0,58.0,6.0,27.0
2019-07-22,62.0,,85.0,76.0,49.0,68.0,33.0,0.0,65.0,32.0,18.0
2019-07-23,68.0,,77.0,75.0,49.0,57.0,41.0,0.0,70.0,21.0,38.0
2019-07-24,60.0,,82.0,71.0,49.0,63.0,16.0,24.0,70.0,21.0,18.0
2019-07-25,54.0,,83.0,75.0,42.0,53.0,32.0,0.0,72.0,21.0,19.0
2019-07-26,41.0,,73.0,61.0,47.0,45.0,26.0,0.0,72.0,21.0,31.0
2019-07-27,38.0,,52.0,51.0,43.0,35.0,14.0,0.0,53.0,6.0,31.0
2019-07-28,52.0,,54.0,58.0,48.0,41.0,13.0,0.0,68.0,24.0,37.0
2019-07-29,62.0,,77.0,71.0,53.0,57.0,35.0,0.0,59.0,27.0,48.0
2019-07-30,54.0,,83.0,72.0,54.0,60.0,30.0,0.0,65.0,5.0,27.0
2019-07-31,55.0,,75.0,69.0,54.0,61.0,42.0,0.0,48.0,15.0,30.0
2019-08-01,47.0,,72.0,71.0,49.0,54.0,38.0,12.0,61.0,16.0,21.0
2019-08-02,36.0,,72.0,64.0,55.0,51.0,31.0,0.0,56.0,11.0,12.0
2019-08-03,42.0,,53.0,50.0,45.0,35.0,14.0,0.0,58.0,12.0,20.0
2019-08-04,37.0,,52.0,53.0,42.0,41.0,20.0,0.0,64.0,12.0,11.0
2019-08-05,66.0,,74.0,68.0,46.0,52.0,49.0,0.0,69.0,5.0,21.0
2019-08-06,53.0,,78.0,77.0,50.0,56.0,41.0,0.0,62.0,21.0,27.0
2019-08-07,61.0,,79.0,72.0,54.0,57.0,36.0,0.0,80.0,37.0,27.0
2019-08-08,54.0,,73.0,69.0,49.0,56.0,52.0,12.0,46.0,15.0,27.0
2019-08-09,50.0,,69.0,62.0,53.0,51.0,27.0,0.0,60.0,27.0,21.0
2019-08-10,39.0,,49.0,52.0,38.0,35.0,13.0,0.0,49.0,12.0,27.0
2019-08-11,36.0,,47.0,48.0,38.0,30.0,18.0,0.0,47.0,6.0,17.0
2019-08-12,47.0,,70.0,70.0,53.0,50.0,36.0,0.0,57.0,10.0,27.0
2019-08-13,58.0,,79.0,80.0,56.0,58.0,31.0,0.0,57.0,31.0,24.0
2019-08-14,62.0,,83.0,71.0,47.0,59.0,42.0,0.0,57.0,5.0,31.0
2019-08-15,54.0,,72.0,68.0,57.0,57.0,36.0,0.0,52.0,21.0,43.0
2019-08-16,58.0,,76.0,68.0,60.0,54.0,25.0,12.0,70.0,5.0,12.0
2019-08-17,43.0,,54.0,55.0,49.0,39.0,12.0,0.0,52.0,0.0,16.0
2019-08-18,45.0,,57.0,64.0,45.0,45.0,14.0,0.0,72.0,12.0,27.0
2019-08-19,48.0,,84.0,81.0,54.0,66.0,43.0,0.0,68.0,30.0,23.0
2019-08-20,63.0,,84.0,81.0,51.0,63.0,32.0,0.0,70.0,31.0,47.0
2019-08-21,65.0,,89.0,83.0,60.0,69.0,34.0,0.0,95.0,25.0,49.0
2019-08-22,50.0,,83.0,84.0,64.0,66.0,29.0,0.0,75.0,36.0,26.0
2019-08-23,55.0,,73.0,73.0,53.0,56.0,31.0,0.0,57.0,21.0,18.0
2019-08-24,39.0,,50.0,51.0,49.0,37.0,21.0,0.0,43.0,0.0,27.0
2019-08-25,52.0,,55.0,65.0,54.0,50.0,11.0,0.0,48.0,12.0,47.0
2019-08-26,56.0,,80.0,76.0,53.0,68.0,38.0,0.0,95.0,10.0,38.0
2019-08-27,71.0,,88.0,83.0,61.0,74.0,52.0,0.0,75.0,30.0,54.0
2019-08-28,68.0,,85.0,86.0,67.0,70.0,41.0,0.0,74.0,15.0,43.0
2019-08-29,51.0,,82.0,85.0,63.0,74.0,45.0,11.0,67.0,56.0,34.0
2019-08-30,60.0,,77.0,77.0,64.0,57.0,36.0,11.0,70.0,10.0,56.0
2019-08-31,39.0,,51.0,52.0,49.0,44.0,12.0,0.0,54.0,11.0,29.0
2019-09-01,40.0,,52.0,59.0,46.0,45.0,20.0,0.0,46.0,27.0,16.0
2019-09-02,43.0,,62.0,67.0,54.0,58.0,34.0,0.0,52.0,25.0,37.0
2019-09-03,57.0,,87.0,86.0,56.0,75.0,39.0,0.0,79.0,29.0,41.0
2019-09-04,70.0,,87.0,86.0,63.0,77.0,38.0,11.0,67.0,24.0,44.0
2019-09-05,72.0,,82.0,85.0,60.0,76.0,36.0,0.0,73.0,33.0,30.0
2019-09-06,69.0,,85.0,84.0,57.0,65.0,31.0,0.0,78.0,51.0,20.0
2019-09-07,43.0,,58.0,66.0,44.0,51.0,17.0,0.0,47.0,11.0,32.0
2019-09-08,41.0,,60.0,71.0,50.0,56.0,14.0,0.0,72.0,33.0,13.0
2019-09-09,59.0,,86.0,85.0,63.0,69.0,31.0,0.0,76.0,29.0,50.0
2019-09-10,63.0,,92.0,94.0,65.0,78.0,28.0,0.0,78.0,44.0,47.0
2019-09-11,70.0,,89.0,93.0,64.0,78.0,25.0,11.0,89.0,33.0,50.0
2019-09-12,75.0,,92.0,92.0,69.0,79.0,41.0,0.0,88.0,44.0,31.0
2019-09-13,64.0,,78.0,83.0,63.0,69.0,22.0,0.0,76.0,15.0,55.0
2019-09-14,40.0,,58.0,57.0,50.0,49.0,12.0,0.0,53.0,28.0,35.0
2019-09-15,45.0,,60.0,77.0,50.0,57.0,21.0,0.0,59.0,16.0,16.0
2019-09-16,61.0,,87.0,90.0,70.0,74.0,38.0,0.0,91.0,29.0,30.0
2019-09-17,72.0,,90.0,91.0,67.0,77.0,25.0,11.0,82.0,15.0,35.0
2019-09-18,73.0,,98.0,91.0,60.0,74.0,30.0,0.0,70.0,24.0,50.0
2019-09-19,58.0,,91.0,89.0,62.0,80.0,35.0,0.0,92.0,25.0,39.0
2019-09-20,60.0,,89.0,86.0,68.0,69.0,38.0,0.0,80.0,15.0,38.0
2019-09-21,36.0,,62.0,58.0,53.0,47.0,14.0,0.0,70.0,5.0,25.0
2019-09-22,49.0,,61.0,72.0,49.0,56.0,20.0,0.0,62.0,27.0,37.0
2019-09-23,62.0,,88.0,89.0,63.0,77.0,40.0,0.0,64.0,19.0,41.0
2019-09-24,79.0,,94.0,95.0,58.0,86.0,20.0,0.0,84.0,48.0,52.0
2019-09-25,62.0,,94.0,94.0,61.0,76.0,28.0,0.0,75.0,24.0,49.0
2019-09-26,62.0,,87.0,95.0,63.0,77.0,32.0,0.0,69.0,20.0,57.0
2019-09-27,57.0,,86.0,83.0,62.0,64.0,25.0,0.0,88.0,5.0,34.0
2019-09-28,32.0,,58.0,62.0,49.0,47.0,16.0,0.0,58.0,0.0,35.0
2019-09-29,48.0,,58.0,68.0,42.0,57.0,14.0,0.0,73.0,16.0,38.0
2019-09-30,69.0,,86.0,89.0,59.0,74.0,32.0,0.0,57.0,15.0,25.0
2019-10-01,69.0,,86.0,84.0,68.0,69.0,33.0,0.0,74.0,24.0,33.0
2019-10-02,61.0,,82.0,89.0,58.0,75.0,26.0,0.0,81.0,5.0,41.0
2019-10-03,52.0,,86.0,89.0,64.0,73.0,30.0,0.0,65.0,54.0,28.0
2019-10-04,52.0,,76.0,77.0,53.0,66.0,30.0,0.0,63.0,15.0,49.0
2019-10-05,40.0,,54.0,58.0,54.0,44.0,22.0,0.0,49.0,0.0,16.0
2019-10-06,39.0,,53.0,60.0,51.0,51.0,28.0,0.0,59.0,27.0,21.0
2019-10-07,54.0,,76.0,83.0,61.0,67.0,28.0,0.0,65.0,33.0,44.0
2019-10-08,57.0,,83.0,83.0,53.0,72.0,37.0,0.0,73.0,19.0,33.0
2019-10-09,61.0,,89.0,86.0,57.0,75.0,39.0,0.0,86.0,29.0,36.0
2019-10-10,54.0,,86.0,87.0,52.0,73.0,40.0,0.0,85.0,20.0,25.0
2019-10-11,66.0,,74.0,80.0,57.0,68.0,36.0,0.0,67.0,15.0,31.0
2019-10-12,40.0,,59.0,61.0,44.0,47.0,21.0,0.0,66.0,16.0,19.0
2019-10-13,39.0,,54.0,60.0,51.0,54.0,21.0,0.0,57.0,16.0,19.0
2019-10-14,68.0,,86.0,85.0,56.0,75.0,30.0,0.0,73.0,15.0,30.0
2019-10-15,67.0,,89.0,84.0,60.0,69.0,36.0,0.0,83.0,9.0,57.0
2019-10-16,62.0,,85.0,85.0,57.0,76.0,38.0,0.0,71.0,19.0,39.0
2019-10-17,64.0,,81.0,86.0,60.0,75.0,35.0,0.0,82.0,24.0,34.0
2019-10-18,56.0,,80.0,76.0,50.0,65.0,36.0,0.0,68.0,30.0,29.0
2019-10-19,39.0,,54.0,55.0,43.0,45.0,12.0,0.0,54.0,21.0,19.0
2019-10-20,43.0,,56.0,62.0,44.0,55.0,20.0,0.0,65.0,21.0,18.0
2019-10-21,51.0,,80.0,85.0,59.0,69.0,36.0,0.0,70.0,23.0,21.0
2019-10-22,59.0,,83.0,88.0,56.0,76.0,36.0,0.0,78.0,42.0,39.0
2019-10-23,52.0,,84.0,82.0,56.0,74.0,47.0,0.0,68.0,19.0,22.0
2019-10-24,55.0,,81.0,78.0,54.0,65.0,31.0,0.0,74.0,24.0,63.0
2019-10-25,48.0,,66.0,71.0,54.0,57.0,33.0,0.0,68.0,30.0,25.0
2019-10-26,24.0,,42.0,48.0,47.0,42.0,20.0,0.0,60.0,22.0,25.0
2019-10-27,47.0,,47.0,49.0,44.0,43.0,24.0,0.0,46.0,5.0,40.0
2019-10-28,51.0,,71.0,72.0,53.0,68.0,32.0,10.0,72.0,33.0,45.0
2019-10-29,47.0,,80.0,81.0,57.0,69.0,35.0,0.0,65.0,33.0,36.0
2019-10-30,57.0,,80.0,81.0,56.0,69.0,30.0,22.0,58.0,28.0,30.0
2019-10-31,47.0,,77.0,81.0,49.0,67.0,26.0,0.0,78.0,5.0,25.0
2019-11-01,52.0,,69.0,76.0,55.0,58.0,27.0,0.0,75.0,15.0,15.0
2019-11-02,36.0,,48.0,54.0,48.0,39.0,13.0,0.0,56.0,5.0,21.0
2019-11-03,47.0,,53.0,65.0,49.0,52.0,29.0,0.0,61.0,16.0,21.0
2019-11-04,65.0,,84.0,87.0,60.0,71.0,36.0,0.0,67.0,58.0,35.0
2019-11-05,58.0,,86.0,89.0,59.0,77.0,38.0,0.0,72.0,61.0,51.0
2019-11-06,67.0,,88.0,88.0,60.0,79.0,51.0,0.0,75.0,66.0,48.0
2019-11-07,65.0,,88.0,89.0,55.0,74.0,44.0,0.0,73.0,67.0,22.0
2019-11-08,56.0,,79.0,82.0,68.0,65.0,72.0,0.0,80.0,34.0,25.0
2019-11-09,39.0,,49.0,52.0,49.0,43.0,33.0,0.0,50.0,33.0,16.0
2019-11-10,38.0,,53.0,60.0,49.0,51.0,24.0,0.0,68.0,48.0,39.0
2019-11-11,53.0,,80.0,80.0,64.0,68.0,32.0,0.0,77.0,71.0,35.0
2019-11-12,66.0,,82.0,88.0,60.0,81.0,38.0,10.0,77.0,84.0,70.0
2019-11-13,60.0,,83.0,90.0,57.0,75.0,40.0,0.0,78.0,57.0,38.0
2019-11-14,48.0,,90.0,89.0,69.0,75.0,37.0,0.0,99.0,47.0,57.0
2019-11-15,45.0,,73.0,80.0,63.0,70.0,25.0,0.0,81.0,25.0,31.0
2019-11-16,43.0,,57.0,56.0,49.0,47.0,17.0,0.0,50.0,22.0,34.0
2019-11-17,44.0,,60.0,65.0,46.0,55.0,20.0,24.0,64.0,33.0,12.0
2019-11-18,65.0,,83.0,90.0,57.0,74.0,41.0,0.0,87.0,33.0,54.0
2019-11-19,61.0,,91.0,89.0,62.0,80.0,38.0,11.0,65.0,86.0,49.0
2019-11-20,69.0,,89.0,92.0,67.0,81.0,41.0,11.0,100.0,53.0,44.0
2019-11-21,73.0,,90.0,86.0,59.0,85.0,47.0,0.0,77.0,29.0,58.0
2019-11-22,42.0,,70.0,75.0,64.0,73.0,27.0,0.0,77.0,30.0,51.0
2019-11-23,40.0,,56.0,53.0,55.0,47.0,16.0,0.0,60.0,16.0,21.0
2019-11-24,38.0,,52.0,61.0,58.0,53.0,18.0,0.0,76.0,16.0,18.0
2019-11-25,66.0,,86.0,81.0,62.0,69.0,62.0,0.0,89.0,48.0,28.0
2019-11-26,69.0,,80.0,79.0,62.0,74.0,70.0,0.0,87.0,52.0,47.0
2019-11-27,54.0,,78.0,76.0,66.0,66.0,46.0,0.0,73.0,53.0,41.0
2019-11-28,47.0,,68.0,65.0,69.0,63.0,38.0,0.0,70.0,39.0,36.0
2019-11-29,47.0,,63.0,58.0,78.0,60.0,22.0,0.0,63.0,20.0,11.0
2019-11-30,36.0,,49.0,53.0,63.0,43.0,22.0,0.0,58.0,0.0,27.0
2019-12-01,42.0,,51.0,54.0,54.0,51.0,14.0,0.0,63.0,21.0,39.0
2019-12-02,51.0,,78.0,85.0,78.0,72.0,45.0,0.0,76.0,23.0,53.0
2019-12-03,73.0,,80.0,84.0,68.0,74.0,38.0,0.0,82.0,24.0,60.0
2019-12-04,66.0,,85.0,83.0,64.0,76.0,31.0,0.0,93.0,19.0,35.0
2019-12-05,63.0,,80.0,89.0,67.0,78.0,25.0,0.0,90.0,9.0,56.0
2019-12-06,50.0,,74.0,75.0,62.0,65.0,30.0,0.0,81.0,35.0,49.0
2019-12-07,51.0,,52.0,52.0,44.0,47.0,23.0,0.0,51.0,11.0,25.0
2019-12-08,47.0,,54.0,62.0,42.0,49.0,16.0,0.0,59.0,16.0,41.0
2019-12-09,49.0,,78.0,82.0,57.0,72.0,34.0,0.0,81.0,39.0,61.0
2019-12-10,66.0,,82.0,80.0,55.0,71.0,38.0,11.0,72.0,24.0,39.0
2019-12-11,58.0,,84.0,82.0,60.0,74.0,29.0,0.0,85.0,24.0,39.0
2019-12-12,62.0,,80.0,76.0,61.0,73.0,36.0,0.0,81.0,39.0,44.0
2019-12-13,56.0,,71.0,74.0,53.0,63.0,19.0,0.0,68.0,20.0,48.0
2019-12-14,24.0,,48.0,49.0,52.0,43.0,16.0,0.0,56.0,5.0,21.0
2019-12-15,49.0,,53.0,56.0,49.0,45.0,20.0,0.0,65.0,0.0,43.0
2019-12-16,57.0,,73.0,71.0,59.0,63.0,52.0,0.0,75.0,19.0,60.0
2019-12-17,50.0,,76.0,77.0,57.0,67.0,31.0,0.0,73.0,9.0,25.0
2019-12-18,46.0,,73.0,71.0,53.0,62.0,41.0,0.0,65.0,15.0,19.0
2019-12-19,51.0,,67.0,69.0,57.0,53.0,35.0,0.0,71.0,30.0,34.0
2019-12-20,49.0,,66.0,62.0,51.0,51.0,30.0,0.0,60.0,10.0,27.0
2019-12-21,32.0,,42.0,45.0,47.0,36.0,19.0,0.0,29.0,0.0,16.0
2019-12-22,28.0,,37.0,47.0,45.0,33.0,17.0,0.0,39.0,5.0,22.0
2019-12-23,43.0,,55.0,54.0,45.0,43.0,33.0,0.0,62.0,15.0,24.0
2019-12-24,32.0,,47.0,47.0,53.0,42.0,23.0,0.0,43.0,0.0,19.0
2019-12-25,30.0,,44.0,42.0,46.0,31.0,22.0,0.0,56.0,6.0,17.0
2019-12-26,33.0,,53.0,54.0,71.0,33.0,31.0,0.0,50.0,15.0,3.0
2019-12-27,45.0,,56.0,54.0,65.0,43.0,39.0,0.0,55.0,10.0,15.0
2019-12-28,30.0,,44.0,47.0,55.0,33.0,20.0,0.0,57.0,5.0,16.0
2019-12-29,38.0,,41.0,50.0,42.0,36.0,19.0,0.0,42.0,5.0,16.0
2019-12-30,47.0,,57.0,58.0,48.0,41.0,27.0,0.0,59.0,0.0,35.0
2019-12-31,33.0,,48.0,50.0,45.0,33.0,17.0,0.0,50.0,0.0,3.0
